title,performer,peak_pos,wks_on_chart,first_charting_year,original_performer,performer_normalized,original_performer_normalized,label,first_year_top_10_songs,first_top_10_hit,precedes_first_top_10_hit,tags,genre_tags_musicbrainz,top_10_1hit_wonder_song,top_10_hitmaker_song
My True Story,Joe Rene And Orchestra,3,19,1961,The Jive Five With Joe Rene And Orchestra,joe rene and orchestra,,,1961,True,False,,,True,False
Norman,Sue Thompson,3,16,1961,,sue thompson,,Hickory Records,1961,True,False,,,False,True
There's A Moon Out Tonight,The Capris,3,14,1961,,the capris,,"Collectables, Old Town Records, Planet",1961,True,False,,,True,False
Wheels,The String-A-Longs,3,16,1961,,the string-a-longs,,,1961,True,False,,,True,False
But I Do,Clarence Henry,4,16,1961,,clarence henry,,,1961,True,False,,,True,False
Hurt,Timi Yuro,4,12,1961,,timi yuro,,"Disky Communications B.V., EMI Records USA, Liberty",1961,True,False,,,True,False
Stand By Me,Ben E. King,4,35,1961,,ben e. king,,"ATCO Records, All Time Records, Ariola Benelux B.V.",1961,True,False,,,False,True
Yellow Bird,Arthur Lyman Group,4,12,1961,,arthur lyman group,,DCC Jazz,1961,True,False,instrumental pop,,True,False
You Don't Know What You've Got (Until You Lose It),Ral Donner,4,12,1961,,ral donner,,Gone Records,1961,True,False,,,True,False
Does Your Chewing Gum Lose It's Flavor (On The Bedpost Over Night),Lonnie Donegan And His Skiffle Group,5,11,1961,,lonnie donegan and his skiffle group,,,1961,True,False,,,True,False
Hats Off To Larry,Del Shannon,5,13,1961,,del shannon,,"London American Recordings, London Records",1961,True,False,rock,rock,False,True
I Love How You Love Me,The Paris Sisters,5,15,1961,,the paris sisters,,Gregmark,1961,True,False,,,True,False
Sad Movies (Make Me Cry),Sue Thompson,5,14,1961,,sue thompson,,Hickory Records,1961,True,False,,,False,True
School Is Out,Gary U.S. Bonds,5,11,1961,,gary u.s. bonds,,,1961,True,False,,,False,True
The Writing On The Wall,Adam Wade,5,11,1961,,adam wade,,Coed,1961,True,False,,,False,True
Tower Of Strength,Gene McDaniels,5,13,1961,,gene mcdaniels,,"Beat Goes On Records, Liberty",1961,True,False,,,False,True
Walk On By,Leroy Van Dyke,5,16,1961,,leroy van dyke,,"Bear Family Records, Mercury Records",1961,True,False,,,True,False
Baby Sittin' Boogie,Buzz Clifford,6,14,1961,,buzz clifford,,Columbia,1961,True,False,,,True,False
Every Beat Of My Heart,Pips,6,13,1961,,pips,,"Altaya, CSI, Charly Records",1961,True,False,,,True,False
This Time,Troy Shondell,6,13,1961,,troy shondell,,"Jasmine Records, Liberty",1961,True,False,,,True,False
Heartaches,The Marcels,7,12,1961,,the marcels,,Colpix,1961,True,False,,,False,True
Mexico,Bob Moore,7,15,1961,Bob Moore and His Orch.,bob moore,,"Collectables, London Records, Monument",1961,True,False,,,True,False
Mexico,His Orch.,7,15,1961,Bob Moore and His Orch.,his orch.,,,1961,True,False,,,True,False
Pretty Little Angel Eyes,Curtis Lee,7,11,1961,,curtis lee,,"Collectables, Dunes Records, Master Classics Records",1961,True,False,,,True,False
Take Good Care Of Her,Adam Wade,7,14,1961,,adam wade,,Coed,1961,True,False,,,False,True
When I Fall In Love,The Lettermen,7,14,1961,,the lettermen,,Capitol Records,1961,True,False,,,False,True
"Who Put The Bomp (In The Bomp, Bomp, Bomp)",Barry Mann,7,12,1961,,barry mann,,"ABC-Paramount, Marginal Records",1961,True,False,,,True,False
Ya Ya,Lee Dorsey,7,13,1961,,lee dorsey,,"Fury Records, Relic Records, Éditions Atlas",1961,True,False,,,False,True
Asia Minor,Kokomo,8,14,1961,,kokomo,,"Felsted, London American Recordings, London Records",1961,True,False,,,True,False
Let's Get Together,Hayley Mills,8,14,1961,Hayley Mills and Hayley Mills,hayley mills,,"Buena Vista Records, Classic Music International, Jasmine Records",1961,True,False,,,False,True
Let's Get Together,Hayley Mills,8,14,1961,Hayley Mills and Hayley Mills,hayley mills,,"Buena Vista Records, Classic Music International, Jasmine Records",1961,True,False,,,False,True
A Little Bitty Tear,Burl Ives,9,14,1961,,burl ives,,"Bear Family Records, Decca Records, MCA Special Products",1961,True,False,,,False,True
Crazy,Patsy Cline,9,11,1961,,patsy cline,,"ABM, Decca Records, Golden Stars",1961,True,False,,,True,False
Dear Lady Twist,Gary U.S. Bonds,9,16,1961,,gary u.s. bonds,,,1961,True,False,,,False,True
Don't Bet Money Honey,Linda Scott,9,14,1961,,linda scott,,Canadian-American Records,1961,True,False,,,False,True
I Understand (Just How You Feel),The G-Clefs,9,16,1961,,the g-clefs,,,1961,True,False,,,True,False
One Track Mind,Bobby Lewis,9,10,1961,,bobby lewis,,Beltone Records,1961,True,False,,,False,True
Those Oldies But Goodies (Remind Me Of You),Little Caesar and The Romans,9,13,1961,,little caesar and the romans,,,1961,True,False,,,True,False
As If I Didn't Know,Adam Wade,10,10,1961,,adam wade,,,1961,True,False,,,False,True
Gee Whiz (Look At His Eyes),Carla Thomas,10,14,1961,,carla thomas,,Atlantic,1961,True,False,,,True,False
Spanish Harlem,Ben E. King,10,16,1961,,ben e. king,,"ATCO Records, Atlantic, Brasileira Vintage Records",1961,True,False,,,False,True
When We Get Married,The Dreamlovers,10,12,1961,,the dreamlovers,,,1961,True,False,,,True,False
Big Girls Don't Cry,The 4 Seasons,1,16,1962,,the 4 seasons,,,1962,True,False,,,False,True
Duke Of Earl,Gene Chandler,1,15,1962,,gene chandler,,"Pazzazz, Point Productions, P‐VINE RECORDS",1962,True,False,,,True,False
He's A Rebel,The Crystals,1,18,1962,,the crystals,,Philles Records,1962,True,False,,,False,True
Hey Paula,Paul and Paula,1,15,1962,,paul and paula,,,1962,True,False,,,False,True
Hey! Baby,Bruce Channel,1,15,1962,,bruce channel,,"Mercury Records, Smash Records",1962,True,False,,,True,False
Johnny Angel,Shelley Fabares,1,15,1962,,shelley fabares,,Colpix,1962,True,False,,,True,False
Monster Mash,"Bobby ""Boris"" Pickett",1,42,1962,"Bobby ""Boris"" Pickett And The Crypt-Kickers","bobby ""boris"" pickett",,,1962,True,False,,,True,False
Monster Mash,The Crypt-Kickers,1,42,1962,"Bobby ""Boris"" Pickett And The Crypt-Kickers",the crypt-kickers,,,1962,True,False,,,True,False
Roses Are Red (My Love),Bobby Vinton,1,15,1962,,bobby vinton,,Epic,1962,True,False,,,False,True
Sheila,Tommy Roe,1,14,1962,,tommy roe,,"ABC Records, ABC-Paramount, Philips",1962,True,False,"pop, rock, rockabilly, vocal, doo-wop","pop, rock, rockabilly, doo-wop",False,True
Sherry,The 4 Seasons,1,14,1962,,the 4 seasons,,,1962,True,False,,,False,True
Stranger On The Shore,Mr. Acker Bilk,1,21,1962,,mr. acker bilk,,,1962,True,False,,,True,False
Telstar,The Tornadoes,1,16,1962,,the tornadoes,,,1962,True,False,,,True,False
The Loco-Motion,Little Eva,1,16,1962,,little eva,,"Collectables, Dimension, London Records",1962,True,False,pop,pop,True,False
Mashed Potato Time,Dee Dee Sharp,2,18,1962,,dee dee sharp,,"Cameo, Jasmine Records",1962,True,False,,,False,True
Midnight In Moscow,Kenny Ball and his Jazzmen,2,14,1962,,kenny ball and his jazzmen,,,1962,True,False,,,True,False
Only Love Can Break A Heart,Gene Pitney,2,14,1962,,gene pitney,,"Musicor Records, Sequel Records, United Artists",1962,True,False,"easy listening, rock, general pop, brill building, pop/rock","easy listening, rock, brill building",False,True
The Wah Watusi,The Orlons,2,14,1962,,the orlons,,,1962,True,False,"soul, r&b","soul, r&b",False,True
Bobby's Girl,Marcie Blane,3,16,1962,,marcie blane,,"President Records, Seville Records",1962,True,False,,,True,False
Do You Love Me,The Contours,3,34,1962,,the contours,,"Gordy, Hallmark, Hoodoo Records",1962,True,False,,,True,False
Green Onions,Booker T.,3,16,1962,Booker T. & The MG's,booker t.,,"ATCO Records, Atlantic, Concord Music Group",1962,True,False,,,False,True
Green Onions,The MG's,3,16,1962,Booker T. & The MG's,the mg's,,,1962,True,False,,,False,True
Slow Twistin',Chubby Checker (with Dee Dee Sharp),3,14,1962,,chubby checker (with dee dee sharp),,,1962,True,False,,,True,False
(The Man Who Shot) Liberty Valance,Gene Pitney,4,13,1962,,gene pitney,,"Musicor Records, United Artists",1962,True,False,,,False,True
Don't Hang Up,The Orlons,4,15,1962,,the orlons,,,1962,True,False,pop,pop,False,True
Let Me In,The Sensations,4,18,1962,,the sensations,,"Argo, Junior",1962,True,False,,,True,False
Let's Dance,Chris Montez,4,14,1962,,chris montez,,"Ace, CBS, London Records",1962,True,False,,,True,False
Loop De Loop,Johnny Thunder,4,11,1962,,johnny thunder,,"Collectables, Delta, Diamond Records",1962,True,False,,,True,False
Tell Him,The Exciters,4,13,1962,,the exciters,,"EMI USA, Lilith Records, United Artists",1962,True,False,,,True,False
"Ahab, The Arab",Ray Stevens,5,11,1962,,ray stevens,,Mercury Records,1962,True,False,,,False,True
I Remember You,Frank Ifield,5,11,1962,,frank ifield,,"Columbia Records, Vee-Jay Records",1962,True,False,,,True,False
Love Letters,Ketty Lester,5,14,1962,,ketty lester,,"Collectables, Era Records",1962,True,False,,,True,False
Old Rivers,Walter Brennan,5,11,1962,,walter brennan,,"Collectors’ Choice Music, EMI‐Capitol Music Special Markets, Liberty",1962,True,False,"pop, country, christmas","pop, country",True,False
Party Lights,Claudine Clark,5,15,1962,,claudine clark,,Chancellor,1962,True,False,,,True,False
Pepino The Italian Mouse,Lou Monte,5,10,1962,,lou monte,,"KRB Music Companies, PILZ, Reprise Records",1962,True,False,,,True,False
Ride!,Dee Dee Sharp,5,13,1962,,dee dee sharp,,,1962,True,False,,,False,True
She Cried,Jay & The Americans,5,14,1962,,jay & the americans,,United Artists,1962,True,False,,,False,True
Teen Age Idol,Rick Nelson,5,11,1962,,rick nelson,,Imperial,1962,True,False,rock,rock,False,True
Young World,Rick Nelson,5,13,1962,,rick nelson,,Imperial,1962,True,False,rock,rock,False,True
Al Di La',Emilio Pericoli,6,14,1962,,emilio pericoli,,,1962,True,False,,,True,False
From A Jack To A King,Ned Miller,6,13,1962,,ned miller,,"Bear Family Records, Dot Records, Fabor",1962,True,False,,,True,False
Gina,Johnny Mathis,6,12,1962,,johnny mathis,,"Delta Leisure Group, Play 24-7, Sony Legacy",1962,True,False,,,False,True
It's Up To You,Rick Nelson,6,12,1962,,rick nelson,,"Imperial, London Records",1962,True,False,,,False,True
My Dad,Paul Petersen,6,16,1962,,paul petersen,,Collectables,1962,True,False,,,True,False
Patches,Dickey Lee,6,14,1962,,dickey lee,,Smash Records,1962,True,False,,,True,False
Shout! Shout! (Knock Yourself Out),Ernie Maresca,6,14,1962,,ernie maresca,,Seville Records,1962,True,False,"rock, rockabilly, rock and roll, doo-wop","rock, rockabilly, rock and roll, doo-wop",True,False
The Lonely Bull (El Solo Torro),Herb Alpert And Tijuana Brass,6,14,1962,,herb alpert and tijuana brass,,,1962,True,False,,,True,False
Wolverton Mountain,Claude King,6,16,1962,,claude king,,"Collectables, Columbia",1962,True,False,"country, classic country, nashville sound, old country","country, classic country, nashville sound",True,False
Alley Cat,Bent Fabric and His Piano,7,18,1962,,bent fabric and his piano,,,1962,True,False,,,True,False
Johnny Get Angry,Joanie Sommers,7,14,1962,,joanie sommers,,"Collectors’ Choice Music, Warner Bros. Records",1962,True,False,,,True,False
Two Lovers,Mary Wells,7,13,1962,,mary wells,,"Kent Records, Motown",1962,True,False,rock roll,,False,True
What's Your Name,Don & Juan,7,13,1962,,don & juan,,"Bigtop, Collectables",1962,True,False,,,True,False
You Belong To Me,The Duprees,7,13,1962,,the duprees,,"Coed, Sundazed Music",1962,True,False,,,True,False
Cindy's Birthday,Johnny Crawford,8,13,1962,,johnny crawford,,,1962,True,False,,,True,False
Release Me,"Esther Phillips ""Little Esther""",8,16,1962,,"esther phillips ""little esther""",,,1962,True,False,,,True,False
Snap Your Fingers,Joe Henderson,8,12,1962,,joe henderson,,Todd,1962,True,False,,,True,False
The One Who Really Loves You,Mary Wells,8,17,1962,,mary wells,,"Kent Records, Motown, UNI Records",1962,True,False,,,False,True
You'll Lose A Good Thing,Barbara Lynn,8,13,1962,,barbara lynn,,,1962,True,False,,,True,False
You've Really Got A Hold On Me,The Miracles,8,16,1962,,the miracles,,,1962,True,False,,,False,True
Zip-A-Dee Doo-Dah,Bob B. Soxx And The Blue Jeans,8,13,1962,,bob b. soxx and the blue jeans,,Philles Records,1962,True,False,,,True,False
Gravy (For My Mashed Potatoes),Dee Dee Sharp,9,10,1962,,dee dee sharp,,Cameo,1962,True,False,"pop, soul, r&b","pop, soul, r&b",False,True
You Beat Me To The Punch,Mary Wells,9,12,1962,,mary wells,,Motown,1962,True,False,,,False,True
If I Had A Hammer (The Hammer Song),"Peter, Paul & Mary",10,12,1962,,"peter, paul & mary",,,1962,True,False,,,False,True
Percolator (Twist),Billy Joe & The Checkmates,10,13,1962,,billy joe & the checkmates,,,1962,True,False,instrumental,instrumental,True,False
Rinky Dink,Baby Cortez,10,14,1962,,baby cortez,,,1962,True,False,,,True,False
Theme From Dr. Kildare (Three Stars Will Shine Tonight),Richard Chamberlain,10,14,1962,,richard chamberlain,,MGM Records,1962,True,False,,,True,False
Dominique,The Singing Nun (Soeur Sourire),1,13,1963,,the singing nun (soeur sourire),,,1963,True,False,,,True,False
Easier Said Than Done,The Essex,1,13,1963,,the essex,,"Collectables, Roulette, TP4 Music",1963,True,False,,,True,False
Fingertips - Pt 2,Little Stevie Wonder,1,15,1963,,little stevie wonder,,,1963,True,False,,,True,False
He's So Fine,The Chiffons,1,15,1963,,the chiffons,,Laurie Records,1963,True,False,,,False,True
I Will Follow Him,Little Peggy March,1,14,1963,,little peggy march,,,1963,True,False,,,True,False
I'm Leaving It Up To You,Dale & Grace,1,15,1963,,dale & grace,,Quality,1963,True,False,,,False,True
If You Wanna Be Happy,Jimmy Soul,1,14,1963,,jimmy soul,,"Ace, Bacci Bros Records, Quality",1963,True,False,,,True,False
It's My Party,Lesley Gore,1,13,1963,,lesley gore,,"Island, Mercury Records, SOFA - AV Catalog PS",1963,True,False,,,False,True
My Boyfriend's Back,The Angels,1,14,1963,,the angels,,"Collectables, TP4 Music",1963,True,False,,,True,False
Our Day Will Come,Ruby And The Romantics,1,13,1963,,ruby and the romantics,,,1963,True,False,,,True,False
So Much In Love,The Tymes,1,15,1963,,the tymes,,"ABKCO, Parkway, Real Gone Music",1963,True,False,,,False,True
Sugar Shack,Jimmy Gilmer And The Fireballs,1,15,1963,,jimmy gilmer and the fireballs,,,1963,True,False,,,True,False
Sukiyaki,Kyu Sakamoto,1,14,1963,,kyu sakamoto,,,1963,True,False,,,True,False
Walk Right In,The Rooftop Singers,1,13,1963,,the rooftop singers,,Vanguard,1963,True,False,,,True,False
Be My Baby,The Ronettes,2,13,1963,,the ronettes,,"EMI, K‐tel, Legacy",1963,True,False,,,False,True
"Hello Mudduh, Hello Fadduh! (A Letter From Camp)",Allan Sherman,2,10,1963,,allan sherman,,,1963,True,False,,,True,False
Louie Louie,The Kingsmen,2,18,1963,,the kingsmen,,"Collectables, Excelsior, Jerden",1963,True,False,,,False,True
"Sally, Go 'round The Roses",The Jaynetts,2,12,1963,,the jaynetts,,Tuff,1963,True,False,,,True,False
The End Of The World,Skeeter Davis,2,17,1963,,skeeter davis,,"Country Harvest Records, Jasmine Records, RCA",1963,True,False,,,False,True
Washington Square,The Village Stompers,2,14,1963,,the village stompers,,"Collectables, Epic, Sony Music Special Products",1963,True,False,,,True,False
Wipe Out,The Surfaris,2,30,1963,,the surfaris,,"Beat Goes On Records, Believe Digital GmbH, Calvary Chapel Music",1963,True,False,,,True,False
You Don't Own Me,Lesley Gore,2,13,1963,,lesley gore,,,1963,True,False,,,False,True
Hello Stranger,Barbara Lewis,3,14,1963,,barbara lewis,,"Atlantic, Rhino",1963,True,False,,,True,False
I Love You Because,Al Martino,3,16,1963,,al martino,,"Capitol Records, Jasnet Records",1963,True,False,"pop, vocal, adult contemporary",pop,False,True
If I Had A Hammer,Trini Lopez,3,14,1963,,trini lopez,,"Eagle Music, Euro Trend, Red Onion Records",1963,True,False,,,True,False
Out Of Limits,The Marketts,3,14,1963,,the marketts,,"Sundazed Music, Warner Bros. Records",1963,True,False,"surf rock, soundtrack, pop, rock, rock and roll, pop/rock, space rock","surf rock, pop, rock, rock and roll, space rock",True,False
Popsicles And Icicles,The Murmaids,3,14,1963,,the murmaids,,"Chattahoochee Records, Collectables",1963,True,False,,,True,False
Rhythm Of The Rain,The Cascades,3,16,1963,,the cascades,,"Collectables, Valiant Records, Warner Music Singapore",1963,True,False,,,True,False
Surfin' U.S.A.,The Beach Boys,3,25,1963,,the beach boys,,"Capitol Records, Success, The Restoration Project",1963,True,False,,,False,True
"Tie Me Kangaroo Down, Sport",Rolf Harris,3,11,1963,,rolf harris,,Epic,1963,True,False,,,True,False
You Don't Have To Be A Baby To Cry,The Caravelles,3,13,1963,,the caravelles,,"Marginal Records, RPM",1963,True,False,,,True,False
Cry Baby,Garnet Mimms & The Enchanters,4,14,1963,,garnet mimms,garnet mimms & the enchanters,"Capitol Records, Collectables, United Artists",1963,True,False,soul,soul,True,False
Cry Baby,Garnet Mimms & The Enchanters,4,14,1963,,the enchanters,garnet mimms & the enchanters,"Capitol Records, Collectables, United Artists",1963,True,False,soul,soul,True,False
Heat Wave,Martha & The Vandellas,4,14,1963,,martha & the vandellas,,,1963,True,False,,,False,True
Hey Little Cobra,The Rip Chords,4,14,1963,,the rip chords,,"Columbia, Sundazed Music",1963,True,False,rock roll,,True,False
Pipeline,Chantay's,4,16,1963,,chantay's,,,1963,True,False,,,True,False
Since I Fell For You,Lenny Welch,4,16,1963,,lenny welch,,"Cadence Records, Columbia, London Records",1963,True,False,,,True,False
Surfin' Bird,The Trashmen,4,13,1963,,the trashmen,,"Charly Records, Garrett Records, Request Records",1963,True,False,,,True,False
Judy's Turn To Cry,Lesley Gore,5,11,1963,,lesley gore,,,1963,True,False,"pop, vocal, schlager, rock and roll, rock roll","pop, schlager, rock and roll",False,True
Memphis,Lonnie Mack,5,13,1963,,lonnie mack,,"Ace, Alligator, Collectables",1963,True,False,,,True,False
One Fine Day,The Chiffons,5,10,1963,,the chiffons,,"CEMA Special Markets, Laurie Records, London American Recordings",1963,True,False,,,False,True
