title,performer,peak_pos,wks_on_chart,first_charting_year,original_performer,performer_normalized,original_performer_normalized,label,first_year_top_10_songs,first_top_10_hit,precedes_first_top_10_hit,tags,genre_tags_musicbrainz,top_10_1hit_wonder_song,top_10_hitmaker_song
West End Girls,Pet Shop Boys,1,20,1986,,pet shop boys,,"Atoll Music, Bobcat Records, ChanneL Records",1986,True,False,,,False,True
When I Think Of You,Janet Jackson,1,19,1986,,janet jackson,,"A&M Records, AM:PM",1986,True,False,,,False,True
You Give Love A Bad Name,Bon Jovi,1,24,1986,,bon jovi,,"Fisher-Price, Mercury Records, Vertigo",1986,True,False,,,False,True
C'est La Vie,Robbie Nevil,2,23,1986,,robbie nevil,,,1986,True,False,,,False,True
Don't Forget Me (When I'm Gone),Glass Tiger,2,24,1986,,glass tiger,,,1986,True,False,,,False,True
Everybody Have Fun Tonight,Wang Chung,2,21,1986,,wang chung,,Geffen Records,1986,True,False,,,False,True
Friends And Lovers,Carl Anderson,2,21,1986,Carl Anderson & Gloria Loring,carl anderson,,,1986,True,False,,,True,False
Friends And Lovers,Gloria Loring,2,21,1986,Carl Anderson & Gloria Loring,gloria loring,,"Carrère, Epic",1986,True,False,,,True,False
I Didn't Mean To Turn You On,Robert Palmer,2,22,1986,,robert palmer,,,1986,True,False,,,False,True
Keep Your Hands To Yourself,The Georgia Satellites,2,20,1986,,the georgia satellites,,"Elektra, Flashback Records, X5 Music Group",1986,True,False,"rock, american trad rock, hard rock, southern rock, classic rock, roots rock, club-house, rock & roll, pop/rock, contemporary pop/rock","rock, hard rock, southern rock, classic rock, roots rock",True,False
Manic Monday,The Bangles,2,20,1986,,the bangles,,"CBS, Columbia, Music Club Deluxe",1986,True,False,,,False,True
Crush On You,The Jets,3,20,1986,,the jets,,MCA Records,1986,True,False,,,False,True
I Can't Wait,Nu Shooz,3,23,1986,,nu shooz,,"Atlantic, Poolside Records, WEA Records",1986,True,False,,,True,False
Mad About You,Belinda Carlisle,3,21,1986,,belinda carlisle,,I.R.S. Records,1986,True,False,,,False,True
Nasty,Janet Jackson,3,19,1986,,janet jackson,,A&M Records,1986,True,False,,,False,True
Two Of Hearts,Stacey Q,3,22,1986,,stacey q,,"Atlantic, Atlantis, On the Spot",1986,True,False,,,True,False
"Who's Johnny (""Short Circuit"" Theme)",El DeBarge,3,19,1986,,el debarge,,Gordy,1986,True,False,,,True,False
You Got It All,The Jets,3,26,1986,,the jets,,,1986,True,False,,,False,True
If You Leave,Orchestral Manoeuvres In The Dark,4,20,1986,,orchestral manoeuvres in the dark,,"A&M Records, Virgin",1986,True,False,,,True,False
Take Me Home Tonight,Eddie Money,4,23,1986,,eddie money,,Sony BMG Music Entertainment Custom Marketing Group,1986,True,False,,,False,True
Touch Me (I Want Your Body),Samantha Fox,4,23,1986,,samantha fox,,"Carrère, Jive",1986,True,False,"pop, euro-disco, disco, dance-pop, synth-pop, rhythm and blues, electronic, rock and roll, synthpop, house","pop, euro-disco, disco, dance-pop, synth-pop, electronic, rock and roll, house",False,True
Walk This Way,Run-D.M.C.,4,16,1986,,run-d.m.c.,,,1986,True,False,,,True,False
What Have You Done For Me Lately,Janet Jackson,4,21,1986,,janet jackson,,A&M Records,1986,True,False,,,False,True
Control,Janet Jackson,5,18,1986,,janet jackson,,"A&M Records, BMG Direct Marketing, Inc., Breakout",1986,True,False,,,False,True
Dreamtime,Daryl Hall,5,15,1986,,daryl hall,,RCA,1986,True,False,"pop rock, rock, pop","pop rock, rock, pop",True,False
Heartbeat,Don Johnson,5,15,1986,,don johnson,,Epic,1986,True,False,,,True,False
We Don't Have To Take Our Clothes Off,Jermaine Stewart,5,22,1986,,jermaine stewart,,Arista,1986,True,False,"pop, disco, dance-pop","pop, disco, dance-pop",True,False
What You Need,INXS,5,20,1986,,inxs,,"Atlantic, Mercury Records, wea",1986,True,False,"rock, pop, new wave, pop rock","rock, pop, new wave, pop rock",False,True
Word Up,Cameo,6,21,1986,,cameo,,"Atlanta Artists, Casablanca Records, Club",1986,True,False,,,False,True
Your Love,The Outfield,6,22,1986,,the outfield,,"Columbia, Nettwerk",1986,True,False,,,True,False
(You Gotta) Fight For Your Right (To Party!),Beastie Boys,7,18,1986,,beastie boys,,,1986,True,False,,,True,False
Someday,Glass Tiger,7,21,1986,,glass tiger,,"Capitol Records, Manhattan",1986,True,False,,,False,True
Something About You,Level 42,7,27,1986,,level 42,,"Polydor, Spectrum Music",1986,True,False,,,True,False
All Cried Out,Lisa Lisa And Cult Jam With Full Force,8,26,1986,Lisa Lisa And Cult Jam With Full Force Featuring Paul Anthony & Bow Legged Lou,lisa lisa and cult jam,lisa lisa and cult jam with full force,,1986,True,False,,,False,True
All Cried Out,Lisa Lisa And Cult Jam With Full Force,8,26,1986,Lisa Lisa And Cult Jam With Full Force Featuring Paul Anthony & Bow Legged Lou,full force,lisa lisa and cult jam with full force,,1986,True,False,,,False,True
All Cried Out,Paul Anthony & Bow Legged Lou,8,26,1986,Lisa Lisa And Cult Jam With Full Force Featuring Paul Anthony & Bow Legged Lou,paul anthony & bow legged lou,,,1986,True,False,,,True,False
Big Time,Peter Gabriel,8,23,1986,,peter gabriel,,"Geffen Records, Virgin",1986,True,False,,,False,True
Rumors,Timex Social Club,8,19,1986,,timex social club,,"CBS/Sony, Cooltempo, Danya Records Ltd.",1986,True,False,,,True,False
Sweet Love,Anita Baker,8,22,1986,,anita baker,,"Atlantic, Elektra, Rhino",1986,True,False,,,False,True
The Rain,Oran 'Juice' Jones,9,19,1986,,oran 'juice' jones,,,1986,True,False,,,True,False
Baby Love,Regina,10,20,1986,,regina,,Atlantic,1986,True,False,,,True,False
Opportunities (Let's Make Lots Of Money),Pet Shop Boys,10,16,1986,,pet shop boys,,EMI America,1986,True,False,,,False,True
Tender Love,Force M.D.'s,10,19,1986,,force m.d.'s,,,1986,True,False,,,True,False
Tuff Enuff,The Fabulous Thunderbirds,10,19,1986,,the fabulous thunderbirds,,"CBS, CBS Associated Records, Sony Records",1986,True,False,,,True,False
Where Are You Now?,Jimmy Harnen With Synch,10,36,1986,,jimmy harnen with synch,,Columbia,1986,True,False,,,True,False
(I Just) Died In Your Arms,Cutting Crew,1,19,1987,,cutting crew,,"August Day, Fisher-Price, Siren Records",1987,True,False,,,False,True
(I've Had) The Time Of My Life,Bill Medley,1,21,1987,Bill Medley & Jennifer Warnes,bill medley,,RCA,1987,True,False,,,True,False
Could've Been,Tiffany,1,20,1987,,tiffany,,MCA Records,1987,True,False,,,False,True
Here I Go Again,Whitesnake,1,28,1987,,whitesnake,,"EMI, Geffen Records, Parlophone",1987,True,False,,,False,True
I Just Can't Stop Loving You,Siedah Garrett,1,14,1987,Michael Jackson With Siedah Garrett,siedah garrett,,,1987,True,False,,,True,False
I Still Haven't Found What I'm Looking For,U2,1,17,1987,,u2,,Island,1987,True,False,,,False,True
I Think We're Alone Now,Tiffany,1,24,1987,,tiffany,,Deko Entertainment,1987,True,False,,,False,True
La Bamba,Los Lobos,1,21,1987,,los lobos,,"Columbia Pictures, London American Recordings, London Records",1987,True,False,,,True,False
Lean On Me,Club Nouveau,1,17,1987,,club nouveau,,"King Jay Records, Tommy Boy, Warner Bros. Records",1987,True,False,,,True,False
Never Gonna Give You Up,Rick Astley,1,24,1987,,rick astley,,"BMG, BMG UK & Ireland, RCA",1987,True,False,,,False,True
Seasons Change,Expose,1,20,1987,,expose,,,1987,True,False,,,False,True
With or Without You,U2,1,18,1987,,u2,,"Island, Picture Boy France, [no label]",1987,True,False,,,False,True
You Keep Me Hangin' On,Kim Wilde,1,21,1987,,kim wilde,,"MCA Records, Polymedia Catalogue Marketing, [no label]",1987,True,False,,,True,False
Don't Dream It's Over,Crowded House,2,24,1987,,crowded house,,,1987,True,False,,,False,True
Is This Love,Whitesnake,2,19,1987,,whitesnake,,"EMI, Geffen Records",1987,True,False,,,False,True
Looking For A New Love,Jody Watley,2,19,1987,,jody watley,,"Avitone Recordings, Curvve Recordings, MCA Records",1987,True,False,,,False,True
Carrie,Europe,3,19,1987,,europe,,Epic,1987,True,False,,,False,True
Don't Mean Nothing,Richard Marx,3,21,1987,,richard marx,,"EMI Manhattan, Manhattan",1987,True,False,,,False,True
I Want To Be Your Man,Roger,3,21,1987,,roger,,Reprise Records,1987,True,False,,,True,False
Luka,Suzanne Vega,3,19,1987,,suzanne vega,,"A&M Records, Cooking Vinyl",1987,True,False,,,False,True
She's Like The Wind,Patrick Swayze (Featuring Wendy Fraser),3,21,1987,,patrick swayze (featuring wendy fraser),,,1987,True,False,,,True,False
Should've Known Better,Richard Marx,3,21,1987,,richard marx,,Manhattan,1987,True,False,,,False,True
The Lady In Red,Chris de Burgh,3,26,1987,,chris de burgh,,"A&M Records, ARK 21",1987,True,False,,,True,False
Don't Disturb This Groove,The System,4,21,1987,,the system,,Atlantic,1987,True,False,,,True,False
Heart And Soul,T'Pau,4,27,1987,,t'pau,,,1987,True,False,,,True,False
Only In My Dreams,Debbie Gibson,4,28,1987,,debbie gibson,,"Atlantic, Cleopatra Records, Fisher-Price",1987,True,False,,,False,True
Shake Your Love,Debbie Gibson,4,22,1987,,debbie gibson,,"Atlantic, Fisher-Price",1987,True,False,,,False,True
Songbird,Kenny G,4,22,1987,,kenny g,,"Arista, BMG, Camden",1987,True,False,jazz,jazz,False,True
Casanova,Levert,5,18,1987,,levert,,"Atlantic, Fisher-Price, X5 Music Group",1987,True,False,,,True,False
Come Go With Me,Expose,5,19,1987,,expose,,,1987,True,False,,,False,True
Midnight Blue,Lou Gramm,5,20,1987,,lou gramm,,Atlantic,1987,True,False,,,False,True
Point Of No Return,Expose,5,17,1987,,expose,,,1987,True,False,,,False,True
Respect Yourself,Bruce Willis,5,14,1987,,bruce willis,,Motown,1987,True,False,,,True,False
Rhythm Is Gonna Get You,Gloria Estefan,5,17,1987,Gloria Estefan & Miami Sound Machine,gloria estefan,,Epic,1987,True,False,"pop, ballad, dance-pop, latin pop, latin","pop, ballad, dance-pop, latin pop, latin",False,True
Breakout,Swing Out Sister,6,23,1987,,swing out sister,,"Cherry Pop, Mercury Records, Phonogram",1987,True,False,,,True,False
Can't Stay Away From You,Gloria Estefan,6,23,1987,Gloria Estefan & Miami Sound Machine,gloria estefan,,,1987,True,False,,,False,True
Can't We Try,Dan Hill (Duet,6,24,1987,Dan Hill (Duet With Vonda Shepard),dan hill (duet,,,1987,True,False,,,True,False
Can't We Try,Vonda Shepard),6,24,1987,Dan Hill (Duet With Vonda Shepard),vonda shepard,,,1987,True,False,,,True,False
Don't You Want Me,Jody Watley,6,23,1987,,jody watley,,,1987,True,False,,,False,True
Funkytown,Pseudo Echo,6,15,1987,,pseudo echo,,"Groove Nation, RCA",1987,True,False,,,True,False
Let Me Be The One,Expose,7,22,1987,,expose,,,1987,True,False,,,False,True
Right On Track,The Breakfast Club,7,19,1987,,the breakfast club,,,1987,True,False,,,True,False
Rock Steady,The Whispers,7,23,1987,,the whispers,,"MCA Records, Solar, Sony Music Special Products",1987,True,False,,,True,False
Something So Strong,Crowded House,7,21,1987,,crowded house,,Capitol Records,1987,True,False,,,False,True
Tell It To My Heart(Dub),Taylor Dayne,7,25,1987,,taylor dayne,,,1987,True,False,,,False,True
"Catch Me (I'm Falling) (From The Film ""Hiding Out"")",Pretty Poison,8,23,1987,,pretty poison,,,1987,True,False,,,True,False
The Final Countdown,Europe,8,18,1987,,europe,,"Camden, Del Imaginario Discos, Epic",1987,True,False,,,False,True
Don't Shed A Tear,Paul Carrack,9,24,1987,,paul carrack,,Chrysalis,1987,True,False,"rock, pop, soft rock, pop rock","rock, pop, soft rock, pop rock",True,False
I've Been In Love Before,Cutting Crew,9,21,1987,,cutting crew,,Siren,1987,True,False,,,False,True
Talk Dirty To Me,Poison,9,16,1987,,poison,,"Capitol Records, Enigma",1987,True,False,,,False,True
The One I Love,R.E.M.,9,20,1987,,r.e.m.,,"I.R.S. Records, MCA Records",1987,True,False,,,False,True
Touch Of Grey,Grateful Dead,9,15,1987,,grateful dead,,"Arista, Flashback Records, Grateful Dead Productions",1987,True,False,,,True,False
"Baby, I Love Your Way/Freebird Medley",Will To Power,1,24,1988,,will to power,,,1988,True,False,,,False,True
"Don't Worry, Be Happy (From ""Cocktail"")",Bobby McFerrin,1,26,1988,,bobby mcferrin,,,1988,True,False,,,True,False
Love Bites,Def Leppard,1,23,1988,,def leppard,,"Bludgeon Riffola, Mercury Records, Phonogram",1988,True,False,,,False,True
My Prerogative,Bobby Brown,1,24,1988,,bobby brown,,"MCA Records, Warner–Pioneer Corporation, ZAC Records",1988,True,False,,,False,True
Straight Up,Paula Abdul,1,25,1988,,paula abdul,,"BMG Direct, Music Club Deluxe, Siren Records",1988,True,False,,,False,True
Sweet Child O' Mine,Guns N' Roses,1,24,1988,,guns n' roses,,,1988,True,False,,,False,True
"Wild, Wild West",The Escape Club,1,27,1988,,the escape club,,"Atlantic, WEA International, Warner Bros. Records",1988,True,False,pop,pop,False,True
Wishing Well,Terence Trent D'Arby,1,25,1988,,terence trent d'arby,,,1988,True,False,,,False,True
Hands To Heaven,Breathe,2,29,1988,,breathe,,"A&M Records, Siren, Siren Records",1988,True,False,,,False,True
Mercedes Boy,Pebbles,2,18,1988,,pebbles,,MCA Records,1988,True,False,,,False,True
Pour Some Sugar On Me,Def Leppard,2,24,1988,,def leppard,,"300 Entertainment, Bludgeon Riffola, Bluefog Recordings",1988,True,False,,,False,True
Shattered Dreams,Johnny Hates Jazz,2,19,1988,,johnny hates jazz,,Virgin,1988,True,False,,,True,False
Wild Thing,Tone-Loc,2,25,1988,,tone-loc,,,1988,True,False,,,False,True
(It's Just) The Way That You Love Me,Paula Abdul,3,25,1988,,paula abdul,,Siren Records,1988,True,False,,,False,True
Armageddon It,Def Leppard,3,18,1988,,def leppard,,"Bludgeon Riffola, Mercury Records, Phonogram",1988,True,False,,,False,True
How Can I Fall?,Breathe,3,22,1988,,breathe,,"A&M Records, Alpha Records, Siren Records",1988,True,False,,,False,True
The Loco-Motion,Kylie Minogue,3,27,1988,,kylie minogue,,"Geffen Records, PAL Productions",1988,True,False,,,False,True
What's On Your Mind (Pure Energy),Information Society,3,25,1988,,information society,,"Tommy Boy, Tommy Boy Silver Label",1988,True,False,,,False,True
When The Children Cry,White Lion,3,23,1988,,white lion,,"Atlantic, Collectables, Flashback Records",1988,True,False,,,False,True
You Got It (The Right Stuff),New Kids On The Block,3,26,1988,,new kids on the block,,"Big Step Management Inc., CBS, Columbia",1988,True,False,,,False,True
Sign Your Name,Terence Trent D'Arby,4,21,1988,,terence trent d'arby,,,1988,True,False,,,False,True
Girlfriend,Pebbles,5,20,1988,,pebbles,,MCA Records,1988,True,False,,,False,True
I Want Her,Keith Sweat,5,20,1988,,keith sweat,,"Elektra, Vintertainment",1988,True,False,"soul, r&b, contemporary r&b","soul, r&b, contemporary r&b",False,True
Waiting For A Star To Fall,Boy Meets Girl,5,25,1988,,boy meets girl,,RCA,1988,True,False,,,True,False
Fast Car,Tracy Chapman,6,22,1988,,tracy chapman,,Elektra,1988,True,False,,,False,True
Piano In The Dark,Brenda Russell,6,25,1988,Brenda Russell Featuring Joe Esposito,brenda russell,,A&M Records,1988,True,False,"adult contemporary, pop, soul, r&b, classic soul","pop, soul, r&b",True,False
Piano In The Dark,Joe Esposito,6,25,1988,Brenda Russell Featuring Joe Esposito,joe esposito,,,1988,True,False,,,True,False
"Surrender To Me (From ""Tequila Sunrise"")",Robin Zander,6,19,1988,Ann Wilson & Robin Zander,robin zander,,,1988,True,False,,,True,False
Electric Blue,Icehouse,7,21,1988,,icehouse,,"Chrysalis, Festival Records, Regular Records",1988,True,False,"new wave, pop rock, rock, electronic, pop, synth-pop","new wave, pop rock, rock, electronic, pop, synth-pop",True,False
Nite And Day,Al B. Sure!,7,21,1988,,al b. sure!,,"Warner Bros. Records, X5 Music Group",1988,True,False,,,True,False
The Way You Love Me,Karyn White,7,25,1988,,karyn white,,"Mobile Disco Records, Warner Bros. Records, X5 Music Group",1988,True,False,,,False,True
Welcome To The Jungle,Guns N' Roses,7,17,1988,,guns n' roses,,,1988,True,False,,,False,True
What I Am,Edie Brickell & New Bohemians,7,19,1988,,edie brickell & new bohemians,,Geffen Records,1988,True,False,,,True,False
Don't Be Cruel,Bobby Brown,8,26,1988,,bobby brown,,MCA Records,1988,True,False,,,False,True
I Remember Holding You,Boys Club,8,21,1988,,boys club,,MCA Records,1988,True,False,,,True,False
Wait,White Lion,8,21,1988,,white lion,,"Atlantic, Victor",1988,True,False,,,False,True
Put A Little Love In Your Heart,Annie Lennox,9,17,1988,Annie Lennox & Al Green,annie lennox,,A&M Records,1988,True,False,"soul, christmas",soul,True,False
Rush Hour,Jane Wiedlin,9,19,1988,,jane wiedlin,,"EMI Electrola, EMI Manhattan, Ministry of Sound",1988,True,False,"pop, electronic, dance, indie rock, synth-pop, pop rock, rock, classic pop","pop, electronic, dance, indie rock, synth-pop, pop rock, rock",True,False
Walking Away,Information Society,9,19,1988,,information society,,Tommy Boy,1988,True,False,,,False,True
Hysteria,Def Leppard,10,16,1988,,def leppard,,"Bludgeon Riffola, Eagle Records, Eagle Rock Entertainment",1988,True,False,,,False,True
Just Got Paid,Johnny Kemp,10,21,1988,,johnny kemp,,"CBS, Columbia",1988,True,False,,,True,False
Please Don't Go Girl,New Kids On The Block,10,28,1988,,new kids on the block,,,1988,True,False,,,False,True
Two Occasions,The Deele,10,21,1988,,the deele,,,1988,True,False,,,True,False
Baby Don't Forget My Number,Milli Vanilli,1,21,1989,,milli vanilli,,,1989,True,False,,,False,True
Blame It On The Rain,Milli Vanilli,1,23,1989,,milli vanilli,,"Arista, Hansa",1989,True,False,,,False,True
Girl I'm Gonna Miss You,Milli Vanilli,1,22,1989,,milli vanilli,,,1989,True,False,,,False,True
Good Thing,Fine Young Cannibals,1,17,1989,,fine young cannibals,,London Records,1989,True,False,,,False,True
How Am I Supposed To Live Without You,Michael Bolton,1,23,1989,,michael bolton,,Columbia,1989,True,False,,,False,True
Listen To Your Heart,Roxette,1,22,1989,,roxette,,"EMI, EMI Electrola, EMI USA",1989,True,False,,,False,True
Opposites Attract,Paula Abdul (Duet,1,23,1989,Paula Abdul (Duet With The Wild Pair),paula abdul (duet,,,1989,True,False,,,True,False
Opposites Attract,The Wild Pair),1,23,1989,Paula Abdul (Duet With The Wild Pair),the wild pair),,,1989,True,False,,,True,False
"Rock On (From ""Dream A Little Dream"")",Michael Damian,1,21,1989,,michael damian,,,1989,True,False,,,True,False
She Drives Me Crazy,Fine Young Cannibals,1,23,1989,,fine young cannibals,,"I.R.S. Records, London Records, MCA Records",1989,True,False,,,False,True
The Look,Roxette,1,19,1989,,roxette,,"EMI, EMI Electrola, EMI Music Sweden AB",1989,True,False,,,False,True
Toy Soldiers,Martika,1,20,1989,,martika,,"CBS, Columbia, Discos CBS",1989,True,False,,,False,True
When I See You Smile,Bad English,1,22,1989,,bad english,,,1989,True,False,,,False,True
Dangerous,Roxette,2,21,1989,,roxette,,"EMI, EMI Electrola GmbH, EMI Music Canada",1989,True,False,,,False,True
Don't Know Much,Linda Ronstadt (Featuring Aaron Neville),2,26,1989,,linda ronstadt (featuring aaron neville),,,1989,True,False,,,True,False
Girl You Know It's True,Milli Vanilli,2,26,1989,,milli vanilli,,"Ariola Express, Arista, BMG",1989,True,False,,,False,True
Heaven,Warrant,2,19,1989,,warrant,,"CBS, Columbia",1989,True,False,,,False,True
Love Song,The Cure,2,17,1989,,the cure,,"Asylum Records, Elektra, [no label]",1989,True,False,,,True,False
Pump Up The Jam,Technotronic,2,24,1989,Technotronic Featuring Felly,technotronic,,"ARS Entertainment, ARS Productions, ARS Records",1989,True,False,,,False,True
Pump Up The Jam,Felly,2,24,1989,Technotronic Featuring Felly,felly,,"ARS Entertainment, BCM Records, SBK Records",1989,True,False,,,True,False
Two To Make It Right,Seduction,2,23,1989,,seduction,,"A&M Records, Vendetta Records",1989,True,False,,,True,False
Buffalo Stance,Neneh Cherry,3,24,1989,,neneh cherry,,"Circa Records, Virgin, Virgin Schallplatten GmbH",1989,True,False,"electronic, pop","electronic, pop",False,True
Love Shack,The B-52s,3,27,1989,,the b-52s,,,1989,True,False,,,False,True
Roam,The B-52s,3,20,1989,,the b-52s,,,1989,True,False,,,False,True
18 And Life,Skid Row,4,20,1989,,skid row,,"Atlantic, Rhino Entertainment",1989,True,False,,,False,True
Back To Life,Soul II Soul,4,28,1989,,soul ii soul,,"10 Records, Funki Dreds, Spectrum Music",1989,True,False,,,True,False
Angel Eyes,The Jeff Healey Band,5,22,1989,,the jeff healey band,,Arista,1989,True,False,"rock, pop, blues rock, mainstream rock","rock, pop, blues rock, mainstream rock",True,False
Heaven Help Me,Deon Estus,5,16,1989,Deon Estus With George Michael,deon estus,,"Mika Records, PolyGram, Polydor",1989,True,False,"pop, ballad","pop, ballad",True,False
Once Bitten Twice Shy,Great White,5,26,1989,,great white,,Capitol Records,1989,True,False,,,True,False
Price Of Love,Bad English,5,19,1989,,bad english,,Epic,1989,True,False,,,False,True
Shower Me With Your Love,Surface,5,19,1989,,surface,,Columbia,1989,True,False,,,False,True
Dr. Feelgood,Motley Crue,6,16,1989,,motley crue,,,1989,True,False,,,False,True
Here And Now,Luther Vandross,6,27,1989,,luther vandross,,Epic,1989,True,False,,,False,True
I Remember You,Skid Row,6,20,1989,,skid row,,Atlantic,1989,True,False,,,False,True
Second Chance,Thirty Eight Special,6,21,1989,,thirty eight special,,,1989,True,False,,,True,False
Bust A Move,Young M.C.,7,39,1989,,young m.c.,,,1989,True,False,,,True,False
Free Fallin',Tom Petty,7,21,1989,,tom petty,,"Live Line, MCA Records",1989,True,False,,,True,False
I Like It,Dino,7,25,1989,,dino,,Fourth and Broadway Records,1989,True,False,,,False,True
It's No Crime,Babyface,7,18,1989,,babyface,,Solar,1989,True,False,,,False,True
No More Lies,Michel'le,7,29,1989,,michel'le,,,1989,True,False,,,True,False
Walk The Dinosaur,Was (Not Was),7,16,1989,,was (not was),,"Chrysalis, Fontana, Mercury Records",1989,True,False,,,True,False
Close My Eyes Forever,Lita Ford (Duet,8,25,1989,Lita Ford (Duet With Ozzy Osbourne),lita ford (duet,,,1989,True,False,,,True,False
Close My Eyes Forever,Ozzy Osbourne),8,25,1989,Lita Ford (Duet With Ozzy Osbourne),ozzy osbourne),,,1989,True,False,,,True,False
Dreamin',Vanessa Williams,8,20,1989,,vanessa williams,,"Polydor, Wing",1989,True,False,,,False,True
Kisses On The Wind,Neneh Cherry,8,14,1989,,neneh cherry,,"Circa Records, Virgin",1989,True,False,,,False,True
We Can't Go Wrong,The Cover Girls,8,19,1989,,the cover girls,,Capitol Records,1989,True,False,,,False,True
Friends,Eric B. & Rakim,9,18,1989,Jody Watley With Eric B. & Rakim,eric b. & rakim,,"MCA Records, UMC",1989,True,False,"dance-pop, urban, r&b","dance-pop, r&b",True,False
C'mon And Get My Love,D-Mob Introducing Cathy Dennis,10,21,1989,,d-mob introducing cathy dennis,,,1989,True,False,,,True,False
Cry,Waterfront,10,17,1989,,waterfront,,Polydor,1989,True,False,,,True,False
Love Song,Tesla,10,27,1989,,tesla,,Geffen Records,1989,True,False,,,False,True
(Can't Live Without Your) Love And Affection,Nelson,1,26,1990,,nelson,,,1990,True,False,,,False,True
Because I Love You (The Postman Song),Stevie B,1,23,1990,,stevie b,,Polydor,1990,True,False,,,True,False
Black Velvet,Alannah Myles,1,24,1990,,alannah myles,,"Atlantic, Linus Entertainment, Warner Music",1990,True,False,,,True,False
"Blaze Of Glory (From ""Young Guns II"")",Jon Bon Jovi,1,21,1990,,jon bon jovi,,,1990,True,False,,,True,False
Close To You,Maxi Priest,1,30,1990,,maxi priest,,"10 Records, Virgin",1990,True,False,,,False,True
Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,1,25,1990,,c+c music factory,,"CBS, Columbia",1990,True,False,,,False,True
Hold On,Wilson Phillips,1,25,1990,,wilson phillips,,"EMI, SBK Records",1990,True,False,,,False,True
I'll Be Your Everything,Tommy Page,1,18,1990,,tommy page,,"Sire Records, Warner Bros. Records",1990,True,False,,,True,False
Ice Ice Baby,Vanilla Ice,1,21,1990,,vanilla ice,,"EMI, EastWest, SBK Records",1990,True,False,,,False,True
If Wishes Came True,Sweet Sensation,1,20,1990,,sweet sensation,,ATCO Records,1990,True,False,,,True,False
Love Takes Time,Mariah Carey,1,26,1990,,mariah carey,,"CBS, Columbia",1990,True,False,,,False,True
Nothing Compares 2 U,Sinead O'Connor,1,21,1990,,sinead o'connor,,,1990,True,False,,,True,False
One More Try,Timmy T.,1,25,1990,,timmy t.,,,1990,True,False,,,True,False
Release Me,Wilson Phillips,1,22,1990,,wilson phillips,,SBK Records,1990,True,False,,,False,True
She Ain't Worth It,Glenn Medeiros,1,18,1990,Glenn Medeiros Featuring Bobby Brown,glenn medeiros,,MCA Records,1990,True,False,,,True,False
Vision Of Love,Mariah Carey,1,22,1990,,mariah carey,,"CBS, CBS/Sony, Columbia",1990,True,False,,,False,True
Don't Wanna Fall In Love,Jane Child,2,21,1990,,jane child,,Warner Bros. Records,1990,True,False,,,True,False
Hold On,En Vogue,2,25,1990,,en vogue,,"Atlantic, Rhino",1990,True,False,,,False,True
I Wanna Be Rich,Calloway,2,23,1990,,calloway,,"Bungalo Records, Epic, Solar",1990,True,False,,,True,False
More Than Words Can Say,Alias,2,23,1990,,alias,,Capitol Records,1990,True,False,,,True,False
Pray,M.C. Hammer,2,18,1990,,m.c. hammer,,,1990,True,False,,,False,True
The Power,Snap!,2,22,1990,,snap!,,"Ariola, Arista, BMG",1990,True,False,,,False,True
All Around The World,Lisa Stansfield,3,22,1990,,lisa stansfield,,Arista,1990,True,False,"pop, contemporary r&b, synth-pop, ballad, adult contemporary, electronic, neo soul, new jack swing, pop soul, sophisti-pop","pop, contemporary r&b, synth-pop, ballad, electronic, neo soul, new jack swing, pop soul, sophisti-pop",True,False
Do Me!,Bell Biv DeVoe,3,22,1990,,bell biv devoe,,MCA Records,1990,True,False,,,False,True
High Enough,Damn Yankees,3,29,1990,,damn yankees,,"Flashback Records, Warner Bros. Records",1990,True,False,,,True,False
Poison,Bell Biv DeVoe,3,22,1990,,bell biv devoe,,"BMG Direct Marketing, Inc., FP, Get On Down",1990,True,False,,,False,True
Rub You The Right Way,Johnny Gill,3,23,1990,,johnny gill,,Motown,1990,True,False,"r&b, soul, new jack swing, motown","r&b, soul, new jack swing, motown",False,True
This House,Tracie Spencer,3,23,1990,,tracie spencer,,Capitol Records,1990,True,False,"soul, pop, dance, dance-pop, r&b, contemporary r&b","soul, pop, dance, dance-pop, r&b, contemporary r&b",True,False
Groove Is In The Heart,Deee-Lite,4,23,1990,,deee-lite,,,1990,True,False,,,True,False
Have You Seen Her,M.C. Hammer,4,20,1990,,m.c. hammer,,,1990,True,False,,,False,True
Impulsive,Wilson Phillips,4,20,1990,,wilson phillips,,,1990,True,False,,,False,True
Play That Funky Music,Vanilla Ice,4,17,1990,,vanilla ice,,"EMI, EMI Dance House, SBK Records",1990,True,False,,,False,True
Sensitivity,Ralph Tresvant,4,20,1990,,ralph tresvant,,MCA Records,1990,True,False,,,True,False
Where Does My Heart Beat Now,Celine Dion,4,24,1990,,celine dion,,,1990,True,False,,,False,True
Get Here,Oleta Adams,5,23,1990,,oleta adams,,Fontana,1990,True,False,,,True,False
Sending All My Love,Linear,5,27,1990,,linear,,Atlantic,1990,True,False,pop,pop,True,False
Tom's Diner,DNA,5,21,1990,DNA Featuring Suzanne Vega,dna,,,1990,True,False,,,True,False
After The Rain,Nelson,6,22,1990,,nelson,,"DGC Records, Frontiers Records, Geffen Records",1990,True,False,,,False,True
Can't Stop,After 7,6,25,1990,,after 7,,Virgin,1990,True,False,,,False,True
