label,big_3_affiliation,year,#_of_connected_artists,#_of_connected_artists_rolling5,total_power_of_connected_artists,total_power_of_connected_artists_rolling5
Decca Records,Universal,1963,1,4,93,386
Decca Records,Universal,1964,3,6,285,574
Decca Records,Universal,1965,4,10,296,870
Decca Records,Universal,1966,2,10,182,868
Decca Records,Universal,1967,4,11,321,1177
Decca Records,Universal,1968,2,11,147,1231
Decca Records,Universal,1969,2,10,189,1135
Decca Records,Universal,1970,1,9,87,926
Decca Records,Universal,1971,1,8,96,840
Decca Records,Universal,1973,3,7,215,587
Decca Records,Universal,1974,1,6,97,495
Decca Records,Universal,1993,1,1,-4,-4
Decca Records,Universal,1996,1,2,-35,-39
Decca Records,Universal,1997,1,3,66,27
Decca Records,Universal,1998,2,3,-118,-87
Decca Records,Universal,2011,2,2,189,189
Decca Records,Universal,2012,2,4,177,366
Decca Records,Universal,2023,1,1,46,46
Decision Records,Other,1975,1,1,95,95
Deconstruction,Other,1990,1,1,93,93
Deconstruction,Other,2012,1,1,91,91
Dee Jay Jamboree,Other,1960,1,1,96,96
Dee Money Entertainment,Other,2005,1,1,100,100
Deep Soul Entertainment,Other,1994,1,1,39,39
Def American Recordings,Other,1988,1,1,44,44
Def American Recordings,Other,1990,1,2,97,141
Def Jam Music Group,Other,1987,1,1,87,87
Def Jam Music Group,Other,1994,1,1,97,97
Def Jam Music Group,Other,1996,1,2,94,191
Def Jam Music Group,Other,1998,2,4,182,373
Def Jam Recordings,Sony,1970,1,1,63,63
Def Jam Recordings,Sony,1986,2,2,155,155
Def Jam Recordings,Sony,1987,1,2,98,253
Def Jam Recordings,Sony,1988,2,4,103,356
Def Jam Recordings,Sony,1989,2,6,157,513
Def Jam Recordings,Sony,1990,1,6,92,605
Def Jam Recordings,Sony,1992,1,6,52,404
Def Jam Recordings,Sony,1994,3,4,235,379
Def Jam Recordings,Sony,1995,2,4,198,485
Def Jam Recordings,Sony,1996,1,4,89,574
Def Jam Recordings,Sony,1997,2,5,153,675
Def Jam Recordings,Sony,1998,2,6,189,864
Def Jam Recordings,Sony,1999,3,8,259,888
Def Jam Recordings,Sony,2000,2,7,183,873
Def Jam Recordings,Sony,2001,5,9,444,1228
Def Jam Recordings,Sony,2002,1,9,65,1140
Def Jam Recordings,Sony,2003,1,9,93,1044
Def Jam Recordings,Sony,2004,4,11,379,1164
Def Jam Recordings,Sony,2005,1,11,99,1080
Def Jam Recordings,Sony,2006,1,8,100,736
Def Jam Recordings,Sony,2007,1,8,72,743
Def Jam Recordings,Sony,2008,1,7,84,734
Def Jam Recordings,Sony,2009,5,7,461,816
Def Jam Recordings,Sony,2010,3,8,198,915
Def Jam Recordings,Sony,2011,3,10,238,1053
Def Jam Recordings,Sony,2012,3,12,238,1219
Def Jam Recordings,Sony,2013,2,14,195,1330
Def Jam Recordings,Sony,2014,6,14,584,1453
Def Jam Recordings,Sony,2015,1,14,96,1351
Def Jam Recordings,Sony,2016,4,15,296,1409
Def Jam Recordings,Sony,2017,3,14,263,1434
Def Jam Recordings,Sony,2018,3,14,231,1470
Def Jam Recordings,Sony,2020,2,10,106,896
Def Jam Recordings,Sony,2022,1,6,92,429
Def Jam Recordings France,Other,2011,1,1,100,100
Def Jam South,Other,2000,1,1,97,97
Def Jam South,Other,2001,1,1,78,175
Def Jam South,Other,2002,1,1,91,266
Def Soul,Other,1996,1,1,78,78
Def Soul,Other,1999,1,2,68,146
Def Soul,Other,2000,1,3,96,242
Def Soul,Other,2001,2,3,170,334
Def Squad,Other,1996,1,1,89,89
Def Squad,Other,2001,1,1,97,97
Deko Entertainment,Other,1987,1,1,100,100
Del Imaginario Discos,Other,1986,1,1,93,93
Del Imaginario Discos,Other,1987,1,1,93,186
Del Records,Other,2023,1,1,97,97
Del-Fi Records,Warner,1958,1,1,99,99
Del-Fi Records,Warner,1966,1,1,92,92
Delabel,Warner,1997,1,1,100,100
Delta,Other,1962,1,1,97,97
Delta,Other,1972,1,1,97,97
Delta,Other,1996,1,1,91,91
Delta Leisure Group,Other,1962,1,1,95,95
Delta Music,Other,1972,1,1,97,97
Deluxe Records,Other,1984,1,1,-63,-63
Demon Music Group,Other,1983,1,1,98,98
Demon Records,Other,1958,1,1,93,93
Demon Records,Other,1977,1,1,69,69
Demon Records,Other,1979,1,1,91,160
Dental Records,Other,1972,1,1,55,55
Deram,Other,1967,2,2,127,127
Deram,Other,1970,1,3,94,221
Desert Storm Recordings,Other,2003,1,1,97,97
Desert Storm Records,Universal,2001,1,1,97,97
Desert Storm Records,Universal,2003,1,1,97,194
Dew Process,Universal,2010,2,2,198,198
De‐Lite Records,Other,1969,1,1,42,42
De‐Lite Records,Other,1970,1,1,23,65
De‐Lite Records,Other,1971,1,1,-21,44
De‐Lite Records,Other,1973,1,1,68,112
De‐Lite Records,Other,1974,1,1,38,108
De‐Lite Records,Other,1975,1,1,53,138
De‐Lite Records,Other,1976,1,1,33,192
De‐Lite Records,Other,1978,1,1,-41,83
De‐Lite Records,Other,1979,1,1,88,133
Diadem Music Group,Other,1997,1,1,100,100
Dial,Other,1964,1,1,96,96
Diamond,Other,1959,1,1,100,100
Diamond Records,Other,1962,1,1,97,97
Diamond Records,Other,2001,1,1,42,42
Dig It International,Other,1977,1,1,81,81
Digimode Entertainment Ltd.,Other,1961,1,1,100,100
Digimode Entertainment Ltd.,Other,1978,1,1,95,95
Digimonde,Other,1974,1,1,100,100
Digital Distribution Trinidad and Tobago,Other,2016,1,1,97,97
Digital Distribution Trinidad and Tobago,Other,2017,1,2,97,194
Digital Glamour Ent.,Other,2018,1,1,93,93
Digital Opium,Other,1983,1,1,85,85
Digital Opium,Other,1984,1,1,100,185
Dik Hayd International,Other,2012,1,1,97,97
Dik Hayd Records,Other,2010,1,1,98,98
Dik Hayd Records,Other,2012,1,2,97,195
Dim Mak Records,Other,2001,1,1,76,76
Dim Mak Records,Other,2003,2,3,176,252
Dim Mak Records,Other,2004,1,3,99,351
Dim Mak Records,Other,2006,1,3,92,367
Dim Mak Records,Other,2010,1,2,95,187
Dim Mak Records,Other,2014,1,2,85,180
Dimelo Vi,Other,2017,1,1,79,79
Dimelo Vi,Other,2018,1,1,94,173
Dimension,Other,1962,3,3,263,263
Dimension,Other,1963,1,3,94,357
Dine Alone Records,Other,2011,1,1,91,91
Dine Alone Records,Other,2012,1,2,99,190
Dine Alone Records,Other,2014,1,3,97,287
Direct Source Special Products Inc.,Other,1968,1,1,100,100
Direct Source Special Products Inc.,Other,2009,1,1,89,89
Direct-to-Disk Labs,Other,1970,1,1,72,72
Direct-to-Disk Labs,Other,1977,1,1,73,73
Dirty Hit,Other,2013,1,1,73,73
Dirty Hit,Other,2016,1,1,100,173
Dischi Ricordi S.p.A.,Other,1985,1,1,50,50
Discontinued Records,Other,1972,1,1,98,98
Discos CBS,Other,1976,1,1,76,76
Discos CBS,Other,1984,2,2,183,183
Discos CBS,Other,1986,1,3,100,283
Discos CBS,Other,1989,1,2,100,200
Discos CBS International,Other,1985,1,1,80,80
Discos Cada,Other,1964,1,1,100,100
Discos Home,Other,1996,1,1,-47,-47
Discos Home,Other,1997,1,1,68,21
Discos Home,Other,1999,1,1,68,89
Disky,Other,1972,1,1,93,93
Disky,Other,1973,1,2,59,152
Disky,Other,1975,1,3,85,237
Disky,Other,1976,1,3,91,328
Disky,Other,1977,1,3,87,322
Disky,Other,1978,2,4,194,457
Disky,Other,1982,1,3,25,219
Disky,Other,1983,1,2,97,122
Disky Communications B.V.,Other,1961,1,1,97,97
Disky Communications B.V.,Other,1968,1,1,97,97
Disney,Other,2006,1,1,9,9
Disney,Other,2021,1,1,100,100
Disques Vogue,Other,1963,1,1,93,93
Disques Vogue,Other,1965,1,2,91,184
Disques Vogue,Other,1967,1,3,100,284
Disques Vogue,Other,1979,1,1,88,88
Disques Vogue,Other,1980,1,2,63,151
Disruptor Records,Sony,2015,2,2,190,190
Disruptor Records,Sony,2016,1,3,100,290
Disturbing tha Peace,Other,2000,1,1,97,97
Disturbing tha Peace,Other,2001,1,1,78,175
Disturbing tha Peace,Other,2002,1,1,91,266
Disturbing tha Peace,Other,2003,1,2,99,365
Disturbing tha Peace,Other,2006,1,3,94,284
Divine Mill,Other,1997,1,1,85,85
Divine Mill,Other,2000,1,2,75,160
Divine Mill,Other,2001,1,2,49,209
Divucsa,Other,1967,1,1,97,97
Dixie Live,Other,1967,1,1,93,93
Documents,Other,1962,1,1,3,3
Documents,Other,1975,1,1,93,93
Dogg Foundation,Other,2004,1,1,97,97
Dogghouse Records,Other,2000,1,1,93,93
Doggy Style Records,Other,2004,1,1,97,97
Dogs on Acid,Other,2006,1,1,94,94
Dogtoire Records,Other,1971,1,1,80,80
Dojo Limited,Other,1975,1,1,96,96
Dojo Records,Other,1975,1,1,96,96
Dollaz N Dealz,Other,2016,1,1,-33,-33
Dolly Records,Other,2001,1,1,4,4
Dolly Records,Other,2002,1,1,43,47
Dolly Records,Other,2003,1,1,-66,-19
Dolly Records,Other,2004,1,1,-60,-79
Dolly Records,Other,2005,1,1,53,-26
Dolly Records,Other,2008,1,1,84,77
Dolly Records,Other,2009,1,1,-94,43
Dolly Records,Other,2011,1,1,50,40
Dolly Records,Other,2014,1,1,95,145
Dolphin,Other,1959,1,1,100,100
Dolton,Other,1959,1,1,100,100
Dolton,Other,1965,1,1,91,91
Dominion,Other,1967,1,1,95,95
Domino,Other,2004,1,1,69,69
Domino,Other,2005,1,1,93,162
Domino,Other,2006,1,2,77,239
Domino,Other,2007,1,2,94,333
Domino,Other,2010,2,3,193,364
Donna,Other,1960,2,2,188,188
Dope,Other,2007,1,1,44,44
Dope on Plastic Records,Other,1994,1,1,7,7
Doral Records,Other,1996,1,1,-78,-78
Doré,Other,1958,1,1,100,100
Dot Records,Universal,1958,2,2,185,185
Dot Records,Universal,1959,2,3,172,357
Dot Records,Universal,1961,1,3,100,457
Dot Records,Universal,1962,1,4,95,552
Dot Records,Universal,1975,1,1,100,100
Dot Records,Universal,2015,1,1,94,94
Double Shot Records,Other,1967,1,1,92,92
Double Six Records,Other,2008,1,1,30,30
Double Six Records,Other,2010,1,1,95,125
Double-L,Other,1963,1,1,37,37
Downtown,Other,2006,1,1,97,97
Downtown,Other,2009,1,2,89,186
Downtown,Other,2010,1,2,92,278
Drakkar Productions,Other,1998,1,1,72,72
Dream On,Other,2009,1,1,97,97
DreamWorks Nashville Records,Other,1999,1,1,19,19
DreamWorks Nashville Records,Other,2000,1,2,45,64
DreamWorks Nashville Records,Other,2001,1,2,92,156
DreamWorks Nashville Records,Other,2002,1,3,80,236
DreamWorks Nashville Records,Other,2003,1,3,97,333
DreamWorks Records,Universal,1998,1,1,37,37
DreamWorks Records,Universal,1999,2,3,94,131
DreamWorks Records,Universal,2000,5,7,262,393
DreamWorks Records,Universal,2001,5,9,394,787
DreamWorks Records,Universal,2002,3,11,258,1045
DreamWorks Records,Universal,2003,3,11,256,1264
DreamWorks Records,Universal,2006,1,6,70,584
DreamWorks Records,Universal,2009,1,1,95,165
Dreamworks,Other,1999,1,1,27,27
Dress Up,Other,2003,1,1,46,46
Dress Up,Other,2006,1,1,90,136
Dress Up,Other,2009,1,1,79,169
Dress Up,Other,2013,1,1,96,175
Drive,Other,1977,1,1,83,83
Drive,Other,1978,1,1,93,176
Drive‐Thru Records,Other,2000,1,1,-6,-6
Drive‐Thru Records,Other,2002,1,1,97,91
Drup,Other,2018,1,1,17,17
Dualtone,Other,2012,1,1,99,99
Duars Entertainment,Other,2021,1,1,84,84
Duars Entertainment,Other,2022,1,1,76,160
Duars Entertainment,Other,2023,1,1,72,232
Duars Entertainment,Other,2024,1,1,95,327
Duchesse,Other,1965,1,1,100,100
Duchesse,Other,1966,1,2,100,200
Duchesse,Other,1967,3,5,293,493
Duchesse,Other,1970,1,5,68,461
Duck Record,Other,1973,1,1,0,0
Duck Records,Other,2000,1,1,98,98
Dunes Records,Other,1961,1,1,94,94
Dunhill ABC,Other,1968,2,2,194,194
Dunhill ABC,Other,1972,2,4,117,311
Dunhill ABC,Other,1973,1,2,95,212
Dunhill ABC,Other,1975,1,3,76,288
Dunhill Records,Universal,1965,1,1,100,100
Dunhill Records,Universal,1966,2,3,173,273
Dunhill Records,Universal,1967,2,3,193,466
Dunhill Records,Universal,1968,2,5,195,661
Dunhill Records,Universal,1969,2,7,31,692
Dunhill Records,Universal,1971,1,7,97,516
Dunhill Records,Universal,1974,2,3,171,268
Dunhill Records,Universal,1975,1,3,76,344
Dunwich,Other,1966,1,1,91,91
Dynamic,Other,1965,1,1,98,98
Dynovoice Records,Other,1965,1,1,99,99
Dünya Plak,Other,1985,1,1,100,100
E.V.L.A. Records Entertainment,Other,2004,1,1,93,93
E1 Entertainment,Other,2009,1,1,76,76
E1 Entertainment,Other,2010,2,3,174,250
E1 Entertainment,Other,2011,1,4,59,309
E1 Entertainment,Other,2012,1,4,86,395
ECM Records,Sony,1985,1,1,-40,-40
EEG Music,Other,2002,1,1,98,98
EI Productions LLC,Other,1996,1,1,-47,-47
EI Productions LLC,Other,1997,1,1,68,21
EI Productions LLC,Other,1998,1,1,37,58
EI Productions LLC,Other,1999,1,1,68,126
EMI,Universal,1958,1,1,20,20
EMI,Universal,1961,3,4,272,292
EMI,Universal,1963,1,4,99,371
EMI,Universal,1966,2,3,196,295
EMI,Universal,1967,5,7,297,592
EMI,Universal,1968,4,9,317,810
EMI,Universal,1969,6,12,372,1182
EMI,Universal,1970,3,14,82,1264
EMI,Universal,1971,6,17,246,1314
EMI,Universal,1972,5,17,433,1450
EMI,Universal,1973,4,18,350,1483
EMI,Universal,1974,4,16,382,1493
EMI,Universal,1975,5,18,479,1890
EMI,Universal,1976,7,19,634,2278
EMI,Universal,1977,1,16,85,1930
EMI,Universal,1978,2,14,184,1764
EMI,Universal,1979,4,16,290,1672
EMI,Universal,1980,5,17,259,1452
EMI,Universal,1981,4,14,162,980
EMI,Universal,1982,2,15,134,1029
EMI,Universal,1983,4,17,282,1127
EMI,Universal,1984,3,15,206,1043
EMI,Universal,1985,4,15,330,1114
EMI,Universal,1986,2,13,184,1136
EMI,Universal,1987,2,14,53,1055
EMI,Universal,1988,1,11,26,799
EMI,Universal,1989,4,12,286,879
EMI,Universal,1990,5,12,324,873
EMI,Universal,1991,5,15,355,1044
EMI,Universal,1992,3,16,258,1249
EMI,Universal,1993,3,18,74,1297
EMI,Universal,1995,3,12,140,827
EMI,Universal,1997,5,10,329,543
EMI,Universal,1998,3,10,167,636
EMI,Universal,2000,3,9,118,614
EMI,Universal,2001,3,12,131,745
EMI,Universal,2002,6,12,237,653
EMI,Universal,2003,2,11,170,656
EMI,Universal,2004,6,16,440,1096
EMI,Universal,2005,4,17,249,1227
EMI,Universal,2006,5,19,387,1483
EMI,Universal,2007,6,21,534,1780
EMI,Universal,2008,2,21,185,1795
EMI,Universal,2009,4,21,296,1651
EMI,Universal,2010,2,19,123,1525
EMI,Universal,2011,1,14,96,1234
EMI,Universal,2012,3,11,285,985
EMI,Universal,2013,2,11,185,985
EMI,Universal,2014,3,11,296,985
EMI,Universal,2018,1,4,69,365
EMI,Universal,2020,1,2,97,166
EMI,Universal,2021,1,2,49,215
EMI,Universal,2022,1,3,100,315
EMI America,Other,1976,1,1,91,91
EMI America,Other,1980,3,4,247,338
EMI America,Other,1981,1,3,100,347
EMI America,Other,1982,1,4,98,445
EMI America,Other,1983,2,6,189,634
EMI America,Other,1984,3,9,151,785
EMI America,Other,1985,2,9,165,703
EMI America,Other,1986,1,9,94,697
EMI America,Other,1987,1,9,-47,552
EMI America,Other,1991,1,2,100,53
EMI Catalogue,Other,1972,1,1,80,80
EMI Catalogue,Other,1982,1,1,98,98
EMI Catalogue,Other,2006,1,1,9,9
EMI Catalogue,Other,2007,1,2,91,100
EMI Christian Music Group,Other,2004,1,1,47,47
EMI Dance House,Other,1990,1,1,97,97
EMI Electrola,Other,1974,1,1,100,100
EMI Electrola,Other,1975,1,2,98,198
EMI Electrola,Other,1982,1,1,76,76
EMI Electrola,Other,1983,1,2,96,172
EMI Electrola,Other,1988,2,2,155,155
EMI Electrola,Other,1989,1,3,100,255
EMI Electrola,Other,1997,1,1,98,98
EMI Electrola GmbH,Other,1975,1,1,96,96
EMI Electrola GmbH,Other,1981,1,1,12,12
EMI Electrola GmbH,Other,1989,1,1,99,99
EMI Film & TV Music,Other,2001,1,1,87,87
EMI France,Other,2006,1,1,-30,-30
EMI France,Other,2012,2,2,190,190
EMI Gold,Universal,1970,1,1,97,97
EMI Gold,Universal,1995,1,1,67,67
EMI Greece,Other,1985,1,1,71,71
EMI Latin,Other,1994,1,1,72,72
EMI Latin,Other,1995,1,1,100,172
EMI Manhattan,Other,1987,1,1,98,98
EMI Manhattan,Other,1988,2,3,188,286
EMI Marketing,Other,1983,1,1,99,99
EMI Music Argentina,Universal,1959,1,1,71,71
EMI Music Canada,Other,1968,1,1,71,71
EMI Music Canada,Other,1989,2,2,196,196
EMI Music Canada,Other,1993,1,3,98,294
EMI Music Canada,Other,2000,1,1,-29,-29
EMI Music Canada,Other,2001,2,2,186,157
EMI Music Canada,Other,2002,1,3,-85,72
EMI Music Canada,Other,2003,1,4,78,150
EMI Music Canada,Other,2006,1,2,92,85
EMI Music Catalogue Marketing,Other,1972,1,1,85,85
EMI Music Catalogue Marketing,Other,1973,1,1,86,171
EMI Music France,Other,1968,1,1,77,77
EMI Music France,Other,1997,1,1,-49,-49
EMI Music France,Other,2001,1,1,78,29
EMI Music France,Other,2009,1,1,31,31
EMI Music France,Other,2013,1,2,96,127
EMI Music Greece,Other,2008,1,1,98,98
EMI Music Japan Inc.,Other,1972,1,1,80,80
EMI Music Japan Inc.,Other,1973,1,1,84,164
EMI Music Japan Inc.,Other,1974,1,1,96,260
EMI Music New Zealand,Other,2008,1,1,92,92
EMI Music Publishing Korea,Other,1991,1,1,-45,-45
EMI Music South Africa,Universal,1989,1,1,96,96
EMI Music Special Markets,Other,1967,1,1,93,93
EMI Music Special Markets,Other,1969,1,2,98,191
EMI Music Special Markets,Other,2006,1,1,-30,-30
EMI Music Sweden AB,Other,1989,1,1,100,100
EMI MusicResources,Other,2004,1,1,95,95
EMI MusicResources,Other,2007,1,2,99,194
EMI Plus,Other,1980,1,1,63,63
EMI Records,Warner,2023,1,1,95,95
EMI Records Australia,Other,1971,1,1,-66,-66
EMI Records Nashville,Universal,2011,1,1,100,100
EMI Records Nashville,Universal,2013,1,2,98,198
EMI Records USA,Other,1959,1,1,100,100
EMI Records USA,Other,1961,2,3,197,297
EMI Records USA,Other,1975,1,1,100,100
EMI Records USA,Other,1983,1,1,52,52
EMI USA,Universal,1962,1,1,97,97
EMI USA,Universal,1987,1,1,93,93
EMI USA,Universal,1989,2,3,149,242
EMI United Kingdom,Other,1982,1,1,98,98
EMI United Kingdom,Other,1993,1,1,13,13
EMI United Kingdom,Other,1997,1,2,95,108
EMI-Capitol Special Markets,Other,1977,1,1,93,93
EMI-Capitol Special Markets,Other,1978,1,2,95,188
EMI‐Capitol Music Special Markets,Other,1962,1,1,96,96
EMI‐Capitol Music Special Markets,Other,1966,1,2,99,195
EMI‐Capitol Music Special Markets,Other,1976,1,1,99,99
EMPIRE,Other,2016,2,2,118,118
EMPIRE,Other,2017,3,5,216,334
EMPIRE,Other,2018,1,6,93,427
EMPIRE,Other,2019,3,9,234,661
EMPIRE,Other,2020,1,9,96,757
EMPIRE,Other,2021,1,8,4,643
EMPIRE,Other,2024,1,3,100,200
EP Entertainment,Other,2015,1,1,96,96
ERCA,Other,1997,1,1,89,89
ERG,Other,1994,1,1,76,76
EST 19XX,Other,2007,1,1,96,96
ETalent Management & Entertainment,Other,2004,1,1,99,99
EZMNY Records,Other,2025,1,1,95,95
Eagle Music,Other,1963,1,1,98,98
Eagle Records,Universal,1984,1,1,-69,-69
Eagle Records,Universal,1985,1,1,100,31
Eagle Records,Universal,1988,1,2,91,122
Eagle Rock,Other,1974,1,1,93,93
Eagle Rock Entertainment,Universal,1988,1,1,91,91
Eagle Rock Entertainment,Universal,2008,1,1,92,92
Eagle Vision,Other,2009,1,1,-10,-10
Earache Records,Other,2008,1,1,93,93
Eardrum Records,Warner,2016,2,2,200,200
Eardruma Records,Other,2015,1,1,96,96
Eardrummers Entertainment,Other,2014,1,1,65,65
Eardrummers Entertainment,Other,2015,1,1,96,161
Eardrummers Entertainment,Other,2016,1,1,100,261
EarthPercent,Other,1982,1,1,72,72
East Records,Other,2005,1,1,96,96
East West France,Other,1979,1,1,99,99
East West Records Australia,Other,1997,1,1,97,97
East-West Records,Other,2017,1,1,100,100
EastWest,Other,1958,1,1,17,17
EastWest,Other,1974,1,1,100,100
EastWest,Other,1983,1,1,37,37
EastWest,Other,1984,1,2,68,105
EastWest,Other,1990,1,1,100,100
EastWest,Other,1992,2,3,140,240
EastWest,Other,1993,1,4,100,340
EastWest,Other,1994,3,6,253,593
EastWest,Other,1995,2,6,142,635
EastWest,Other,1996,1,6,99,734
EastWest,Other,1997,1,6,95,689
EastWest,Other,1998,1,5,-56,533
EastWest,Other,1999,1,4,28,308
EastWest,Other,2000,1,4,66,232
EastWest,Other,2001,1,4,90,223
EastWest,Other,2002,1,3,84,212
EastWest,Other,2004,1,3,-6,234
EastWest Japan,Other,1969,1,1,97,97
EastWest Japan,Other,1972,1,2,48,145
EastWest Japan,Other,1982,1,1,96,96
EastWest Japan,Other,1994,1,1,49,49
EastWest Japan,Other,1997,2,3,165,214
EastWest Japan,Other,1998,1,4,99,313
EastWest Japan,Other,1999,1,4,27,291
EastWest Japan,Other,2001,1,4,95,386
EastWest Records America,Warner,1983,1,1,99,99
EastWest Records America,Warner,1991,3,3,237,237
EastWest Records America,Warner,1992,2,5,191,428
EastWest Records America,Warner,1993,2,6,198,626
EastWest Records America,Warner,1994,1,6,83,709
EastWest Records America,Warner,1995,1,7,99,808
EastWest Records America,Warner,1997,2,6,113,493
EastWest Records America,Warner,1998,1,4,84,379
EastWest Records America,Warner,2000,1,3,93,290
EastWest Records America,Warner,2002,1,2,84,261
Eastmill,Other,1977,1,1,99,99
Echo,Other,2005,1,1,-63,-63
Echo Beach,Other,1979,1,1,100,100
Eclipse,Other,1959,1,1,100,100
Eclipse Music Group,Other,1975,1,1,98,98
Edel America Records,Other,1998,1,1,98,98
Edel Company,Other,1964,1,1,94,94
Edel Records,Other,1995,1,1,96,96
Edel Records,Other,1998,1,2,98,194
Edel Records,Other,2009,1,1,97,97
Edge,Other,2009,2,2,188,188
Edsel,Other,1979,1,1,96,96
Edsel Records,Other,1963,2,2,186,186
Edsel Records,Other,1965,3,5,265,451
Edsel Records,Other,1967,3,8,268,719
Edsel Records,Other,1970,3,6,178,446
Edsel Records,Other,1972,1,4,96,274
Edsel Records,Other,1975,2,3,50,146
Edsel Records,Other,1976,1,3,91,237
Edsel Records,Other,1977,2,4,174,315
Edsel Records,Other,1978,2,4,181,496
Edsel Records,Other,1979,1,4,82,578
Edsel Records,Other,1980,1,4,42,570
Edsel Records,Other,1983,1,2,67,191
Edsel Records,Other,1986,1,2,52,119
Edsel Records,Other,1988,1,2,91,143
Edsel Records,Other,1989,1,2,100,243
Edsel Records,Other,1993,1,2,99,199
Educational Film Centre,Other,1975,1,1,96,96
Eel Pie,Other,1980,1,1,96,96
Eerie Art Records,Other,2017,1,1,100,100
Effective Records,Other,2019,1,1,9,9
El Cartel Records,Universal,2004,1,1,75,75
El Cartel Records,Universal,2007,1,1,92,167
El Dorado,Other,1976,1,1,100,100
Elap,Other,1967,1,1,96,96
Elap Music,Other,1964,1,1,100,100
Elap Music,Other,1970,1,1,77,77
Elap Music Ltd.,Other,1964,1,1,100,100
Eldo Records,Other,1960,2,2,190,190
Electronic Sound,Other,1982,1,1,93,93
Elektra,Other,1967,2,2,155,155
Elektra,Other,1968,2,3,8,163
Elektra,Other,1970,2,5,187,350
Elektra,Other,1971,3,6,245,595
Elektra,Other,1972,3,7,179,619
Elektra,Other,1973,3,7,158,769
Elektra,Other,1974,5,8,459,1228
Elektra,Other,1975,4,10,221,1262
Elektra,Other,1976,3,9,33,1050
Elektra,Other,1977,1,9,-12,859
Elektra,Other,1978,4,11,72,773
Elektra,Other,1979,2,9,47,361
Elektra,Other,1980,2,7,52,192
Elektra,Other,1981,2,6,196,355
Elektra,Other,1983,1,5,-38,257
Elektra,Other,1984,2,7,-5,205
Elektra,Other,1985,2,5,138,291
Elektra,Other,1986,5,6,329,424
Elektra,Other,1987,1,6,66,490
Elektra,Other,1988,4,8,332,860
Elektra,Other,1989,1,8,99,964
Elektra,Other,1990,2,7,182,1008
Elektra,Other,1991,1,5,66,745
Elektra,Other,1992,2,6,161,840
Elektra,Other,1993,2,5,150,658
