iter	BrierScore	Logloss
880	0.03006592059	0.1449111803
881	0.03001731285	0.1447037527
882	0.02995361011	0.1444783949
883	0.02995049232	0.1444571977
884	0.02994780832	0.1444412862
885	0.02991646544	0.1442820871
886	0.0299011886	0.1441977337
887	0.02989985711	0.1441908498
888	0.0298767478	0.1441005152
889	0.02983708632	0.1439395659
890	0.0297706888	0.14373139
891	0.02974820725	0.1436303686
892	0.0297468808	0.1436225409
893	0.02969259045	0.143408557
894	0.02959561614	0.1430640923
895	0.02957938824	0.1430042309
896	0.02957808643	0.1429952166
897	0.02957558107	0.1429722791
898	0.02957474258	0.1429658022
899	0.0294014068	0.1424249964
900	0.02933245957	0.1422028325
901	0.02928343608	0.1420409918
902	0.02923625103	0.1418671242
903	0.02921978086	0.1417629804
904	0.02919960241	0.1416751054
905	0.02913919083	0.1414672029
906	0.02913480206	0.1414368461
907	0.02907741247	0.1412368092
908	0.02907670956	0.141229129
909	0.02907598343	0.1412213537
910	0.02900866923	0.1409448435
911	0.02898029111	0.1408256947
912	0.02890820456	0.1405924044
913	0.02887940804	0.140495296
914	0.02887716951	0.1404798797
915	0.02887344233	0.1404578224
916	0.02887073164	0.1404291784
917	0.02886032596	0.1403655125
918	0.02883050506	0.1402196983
919	0.02882849474	0.1402043537
920	0.02872553063	0.1399042993
921	0.02870966686	0.1398128272
922	0.02870657691	0.1397970418
923	0.02870537456	0.1397897325
924	0.02861690833	0.1394892586
925	0.02861039407	0.1394521086
926	0.02859863078	0.1393593549
927	0.02858414803	0.1392755304
928	0.02856951311	0.1391973056
929	0.02854827899	0.139109579
930	0.02847471858	0.1388633443
931	0.02846807715	0.1388431226
932	0.02845404484	0.1387813776
933	0.02838415671	0.1385414267
934	0.02826898247	0.1380923362
935	0.0282264819	0.1379244296
936	0.02821662383	0.1378490395
937	0.02818319204	0.1377202932
938	0.02814489572	0.137567317
939	0.02811403587	0.1374347628
940	0.02808518239	0.1373062484
941	0.02802328209	0.137077497
942	0.02802010122	0.1370571095
943	0.02799781045	0.1369431794
944	0.02796845834	0.136792707
945	0.02794576249	0.1366952008
946	0.02792442181	0.1366308069
947	0.02791166991	0.1365531507
948	0.02786998215	0.1364004379
949	0.02785805258	0.1363497142
950	0.02781101532	0.1362011618
951	0.02781055396	0.1361964678
952	0.02770566653	0.1357774918
953	0.02767517922	0.1356777275
954	0.0275973205	0.1353938102
955	0.02759622288	0.1353886187
956	0.02759328324	0.1353647176
957	0.02758612011	0.1353200507
958	0.02752997025	0.135079468
959	0.0274800805	0.1348786293
960	0.02738621305	0.134553736
961	0.02736417787	0.1344493539
962	0.02736365588	0.1344458119
963	0.02728817837	0.1341559994
964	0.02725569041	0.1340130898
965	0.02724066986	0.1339474735
966	0.02715343158	0.1335882164
967	0.02713005063	0.1334899126
968	0.02712557358	0.1334693249
969	0.02705959418	0.133244229
970	0.02703403783	0.1331388526
971	0.02701869565	0.1330793273
972	0.02699150916	0.1329478872
973	0.02698128451	0.1328839443
974	0.02690023668	0.1326181511
975	0.02689131276	0.1325676752
976	0.02681762172	0.1323445683
977	0.02679579559	0.1322484646
978	0.02675608933	0.1320899015
979	0.02672888935	0.1319683998
980	0.02672757673	0.1319570507
981	0.02671204795	0.1318988834
982	0.02669033125	0.1317978316
983	0.02668389624	0.1317564278
984	0.02660860632	0.1314985777
985	0.02658993954	0.1314307774
986	0.0265726187	0.1313561461
987	0.02656917223	0.1313389815
988	0.02656233504	0.1313015959
989	0.026519681	0.1311159568
990	0.02650720682	0.1310744425
991	0.0264930323	0.1310178511
992	0.0264925192	0.1310142295
993	0.02648056536	0.1309473726
994	0.02645787364	0.1308579143
995	0.02642261378	0.1307026936
996	0.02641581149	0.1306721742
997	0.02641479259	0.130666761
998	0.02640041958	0.1306062042
999	0.02631894357	0.1302631552
