title,performer,peak_pos,wks_on_chart,first_charting_year,original_performer,performer_normalized,original_performer_normalized,label,first_year_top_10_songs,first_top_10_hit,precedes_first_top_10_hit,tags,genre_tags_musicbrainz,top_10_1hit_wonder_song,top_10_hitmaker_song,musicbrainz_artist_id
Your Own Special Way,Genesis,62,5,1977,,genesis,,Charisma,1983,False,True,,,False,True,2993175
Sad Eyes,Brooklyn Dreams,63,5,1977,,brooklyn dreams,,,1979,False,True,,,True,False,116371
Solsbury Hill,Peter Gabriel,68,8,1977,,peter gabriel,,"Charisma, Sound for Industry, Virgin",1986,False,True,,,False,True,2267309
Dreamin,Loleatta Holloway,72,9,1977,,loleatta holloway,,"Big Break Records, Gold Mind, Happy Music",1991,False,True,,,True,False,6448
I Can't Help Myself,Eddie Rabbitt,77,9,1977,,eddie rabbitt,,,1980,False,True,,,False,True,47672
What A Difference You've Made In My Life,Ronnie Milsap,80,5,1977,,ronnie milsap,,,1981,False,True,,,True,False,32994
Only The Lucky,Walter Egan,82,6,1977,,walter egan,,,1978,False,True,rock,rock,True,False,36520
Land Of Make Believe,Chuck Mangione,86,3,1977,Chuck Mangione With The Hamilton Philharmonic Orchestra,chuck mangione,,"BMG Direct Marketing, Inc., Mercury Records",1978,False,True,"jazz, smooth jazz, latin jazz","jazz, smooth jazz, latin jazz",True,False,9746
Romeo,Mr. Big,87,7,1977,,mr. big,,,1991,False,True,,,True,False,507962
Arrested For Driving While Blind,ZZ Top,91,6,1977,,zz top,,London Records,1984,False,True,,,False,True,2735
Don't Let It Show,The Alan Parsons Project,92,4,1977,,the alan parsons project,,,1982,False,True,,,True,False,11935
Make It With You,The Whispers,94,4,1977,,the whispers,,,1987,False,True,,,True,False,1091059
Ridin' The Storm Out,REO Speedwagon,94,3,1977,,reo speedwagon,,"Epic, Sony Music",1980,False,True,,,False,True,2642
Try It On,Exile,97,3,1977,,exile,,RAK,1978,False,True,,,True,False,481489
Boogie Oogie Oogie,A Taste Of Honey,1,23,1978,,a taste of honey,,Capitol Records,1978,True,False,,,False,True,34126
Hot Child In The City,Nick Gilder,1,31,1978,,nick gilder,,"Chrysalis, Razor & Tie",1978,True,False,,,True,False,2910
If I Can't Have You,Yvonne Elliman,1,22,1978,,yvonne elliman,,RSO,1978,True,False,,,True,False,12686
Kiss You All Over,Exile,1,23,1978,,exile,,"Allegro Corporation, Curb Records, DPR-TMC",1978,True,False,,,True,False,481489
"Too Much, Too Little, Too Late",Johnny Mathis/Deniece Williams,1,18,1978,,johnny mathis/deniece williams,,,1978,True,False,,,True,False,
Baker Street,Gerry Rafferty,2,20,1978,,gerry rafferty,,"BR Music, Disky, EMI",1978,True,False,,,True,False,1802
Fire,The Pointer Sisters,2,23,1978,,the pointer sisters,,"Planet, RCA",1978,True,False,"pop, soul, disco, ballad, r&b, classic soul","pop, soul, disco, ballad, r&b",False,True,2639
Y.M.C.A.,Village People,2,26,1978,,village people,,"Arista, Barclay, Casablanca Records",1978,True,False,,,False,True,827
How Much I Feel,Ambrosia,3,21,1978,,ambrosia,,Warner Bros. Records,1978,True,False,,,False,True,735549
It's A Heartache,Bonnie Tyler,3,21,1978,,bonnie tyler,,"BMG, Camden, Castle Pie",1978,True,False,"pop, ballad","pop, ballad",False,True,9213
Reminiscing,Little River Band,3,20,1978,,little river band,,"Capitol Records, Capitol Special Markets, Collectables",1978,True,False,,,False,True,9693
Feels So Good,Chuck Mangione,4,25,1978,,chuck mangione,,"A&M Records, Mobile Fidelity Sound Lab",1978,True,False,,,True,False,9746
I Just Wanna Stop,Gino Vannelli,4,21,1978,,gino vannelli,,A&M Records,1978,True,False,,,False,True,2852
Hold The Line,Toto,5,21,1978,,toto,,"CBS, Columbia, Hallmark Records",1978,True,False,,,False,True,3030164
I Love The Nightlife (Disco 'round),Alicia Bridges,5,31,1978,,alicia bridges,,Mother Records,1978,True,False,,,True,False,12684
Summer Nights,Cast,5,16,1978,John Travolta & Olivia Newton-John & Cast,cast,,20th Century Fox TV Records,1978,True,False,,,True,False,2812391
Dust In The Wind,Kansas,6,20,1978,,kansas,,"Digimode Entertainment Ltd., Disky, EMI-Capitol Special Markets",1978,True,False,,,True,False,186
Love Is In The Air,John Paul Young,7,21,1978,,john paul young,,"Albert Productions, Ariola, Atlantic",1978,True,False,,,True,False,34545
Dance With Me,Peter Brown,8,28,1978,Peter Brown With Betty Wright,peter brown,,Drive,1978,True,False,,,True,False,2227711
Jack And Jill,Raydio,8,21,1978,,raydio,,Arista,1978,True,False,,,False,True,44972
Lotta Love,Nicolette Larson,8,19,1978,,nicolette larson,,"Rhino Custom Products, Varèse Vintage Records, Warner Bros. Records",1978,True,False,,,True,False,38298
Magnet And Steel,Walter Egan,8,22,1978,,walter egan,,Columbia,1978,True,False,"rock, pop, classic rock, soft rock, aor","rock, pop, classic rock, soft rock, aor",True,False,36520
Get Off,Foxy,9,21,1978,,foxy,,"Big Break Records, Dash, Hot Productions",1978,True,False,,,True,False,1266942
Promises,Eric Clapton And His Band,9,18,1978,,eric clapton and his band,,,1978,True,False,,,False,True,2385712
Shame,"Evelyn ""Champagne"" King",9,19,1978,,evelyn 'champagne' king,,,1978,True,False,,,True,False,
What You Won't Do For Love,Bobby Caldwell,9,20,1978,,bobby caldwell,,Clouds,1978,True,False,,,True,False,558860
I Was Made For Dancin',Leif Garrett,10,21,1978,,leif garrett,,Scotti Bros. Records,1978,True,False,,,True,False,143243
Baby Hold On,Eddie Money,11,20,1978,,eddie money,,CBS,1986,False,True,,,False,True,1479
Two Out Of Three Ain't Bad,Meat Loaf,11,23,1978,,meat loaf,,,1993,False,True,,,True,False,9113
Every Kinda People,Robert Palmer,16,18,1978,,robert palmer,,Island,1986,False,True,,,False,True,1044519
Two Tickets To Paradise,Eddie Money,22,14,1978,,eddie money,,,1986,False,True,,,False,True,1479
Follow You Follow Me,Genesis,23,16,1978,,genesis,,"Atlantic, Charisma, Great Dane Records",1983,False,True,"progressive rock, rock, pop, classic rock, aor classic rock","progressive rock, rock, pop, classic rock",False,True,2993175
Take Me To The River,Talking Heads,26,17,1978,,talking heads,,,1983,False,True,,,True,False,1037
Just What I Needed,The Cars,27,17,1978,,the cars,,"BMG Direct Canada, Elektra, Elektra Traditions",1981,False,True,,,False,True,1434
Instant Replay,Dan Hartman,29,17,1978,,dan hartman,,"Blue Sky, Epic, MCA Records",1984,False,True,,,True,False,2804
Prove It All Night,Bruce Springsteen,33,9,1978,,bruce springsteen,,"CBS, CBS/Sony, Columbia",1980,False,True,,,False,True,813
My Best Friend's Girl,The Cars,35,15,1978,,the cars,,Elektra,1981,False,True,,,False,True,1434
One Last Kiss,The J. Geils Band,35,13,1978,,the j. geils band,,,1981,False,True,"rock, pop, american, blues rock, classic rock, pop rock, american rock","rock, pop, blues rock, classic rock, pop rock",False,True,87179
You Really Got Me,Van Halen,36,11,1978,,van halen,,Warner Bros. Records,1984,False,True,hard rock,hard rock,False,True,782
You're A Part Of Me,Kim Carnes,36,12,1978,Gene Cotton With Kim Carnes,kim carnes,,,1980,False,True,"soft rock, adult contemporary, pop/rock, contemporary pop/rock",soft rock,False,True,2626
Paradise By The Dashboard Light,Meat Loaf,39,10,1978,,meat loaf,,"Cleveland International Records, Epic",1993,False,True,,,True,False,9113
You Took The Words Right Out Of My Mouth,Meat Loaf,39,13,1978,,meat loaf,,Sony Music,1993,False,True,,,True,False,9113
I Need To Know,Tom Petty And The Heartbreakers,41,10,1978,,tom petty and the heartbreakers,,Shelter Records,1979,False,True,,,False,True,11050
Badlands,Bruce Springsteen,42,8,1978,,bruce springsteen,,"CBS, CBS Sugar, CBS/Sony",1980,False,True,,,False,True,813
Ain't Nothing Gonna Keep Me From You,Teri DeSario,43,12,1978,,teri desario,,Casablanca Records,1979,False,True,,,True,False,116372
You're All I Need To Get By,Deniece Williams,47,8,1978,Johnny Mathis & Deniece Williams,deniece williams,,,1982,False,True,,,False,True,9385
You Don't Love Me Anymore,Eddie Rabbitt,53,7,1978,,eddie rabbitt,,,1980,False,True,,,False,True,47672
Time For Me To Fly,REO Speedwagon,56,13,1978,,reo speedwagon,,,1980,False,True,,,False,True,2642
"Music, Harmony And Rhythm",Brooklyn Dreams,57,8,1978,,brooklyn dreams,,"Casablanca Records, Mercury Records",1979,False,True,,,True,False,116371
Wheel In The Sky,Journey,57,8,1978,,journey,,"CBS, Sony Music Special Products, Zip City",1981,False,True,,,False,True,2786298
Roll With The Changes,REO Speedwagon,58,11,1978,,reo speedwagon,,,1980,False,True,,,False,True,2642
Listen To Her Heart,Tom Petty,59,6,1978,,tom petty,,"Island, Shelter Records",1989,False,True,,,True,False,196
Surrender,Cheap Trick,62,8,1978,,cheap trick,,"CBS Special Products, Epic, Memory Lane",1979,False,True,,,False,True,2784
Only One Love In My Life,Ronnie Milsap,63,6,1978,,ronnie milsap,,"Craft Recordings, Morello Records, RCA Victor",1981,False,True,,,True,False,32994
Lights,Journey,68,17,1978,,journey,,"Columbia, [no label]",1981,False,True,,,False,True,2786298
Let's Get Crazy Tonight,Rupert Holmes,72,6,1978,,rupert holmes,,,1979,False,True,,,False,True,35943
You've Really Got A Hold On Me,Eddie Money,72,8,1978,,eddie money,,,1986,False,True,,,False,True,1479
(You Got To Walk And) Don't Look Back,Mick Jagger,81,5,1978,Peter Tosh with Mick Jagger,mick jagger,,,1985,False,True,,,True,False,15290
Anytime,Journey,83,4,1978,,journey,,CBS,1981,False,True,,,False,True,2786298
Georgia On My Mind,Willie Nelson,84,6,1978,,willie nelson,,,1982,False,True,"country, rock, americana, classic country","country, rock, americana, classic country",False,True,6083
Runnin' With The Devil,Van Halen,84,4,1978,,van halen,,Warner Bros. Records,1984,False,True,,,False,True,782
It's A Heartache,Juice Newton,86,3,1978,,juice newton,,Capitol Records,1981,False,True,,,False,True,2635
Only You,Loleatta Holloway,87,5,1978,Loleatta Holloway And Bunny Sigler,loleatta holloway,,,1991,False,True,,,True,False,6448
What Goes Up,The Alan Parsons Project,87,3,1978,,the alan parsons project,,,1982,False,True,"progressive rock, art rock, rock, experimental, pop rock, slow rock, electronic, pop","progressive rock, art rock, rock, experimental, pop rock, electronic, pop",True,False,11935
Psycho Killer,Talking Heads,92,5,1978,,talking heads,,"Just Entertainment, Sire Records, [no label]",1983,False,True,,,True,False,1037
Soft And Wet,Prince,92,4,1978,,prince,,Warner Bros. Records,1983,False,True,,,False,True,1364736
Escape (The Pina Colada Song),Rupert Holmes,1,21,1979,,rupert holmes,,Infinity Records,1979,True,False,,,False,True,35943
Heart Of Glass,Blondie,1,21,1979,,blondie,,"Brilliant! Records, Capitol Records, Chrysalis",1979,True,False,,,False,True,2136054
Knock On Wood,Amii Stewart,1,20,1979,,amii stewart,,"Ariola Records America, Carrère, Hansa",1979,True,False,"house, disco","house, disco",True,False,12689
My Sharona,The Knack,1,22,1979,,the knack,,"A&M Records, CEMA Special Markets, Capitol Records",1979,True,False,,,True,False,108400
No More Tears (Enough Is Enough),Barbra Streisand/Donna Summer,1,15,1979,,barbra streisand/donna summer,,,1979,True,False,,,True,False,
Pop Muzik,M,1,24,1979,,m,,"Baroque Back Catalogue, Collectables, Echo Beach",1979,True,False,,,True,False,419371
Ring My Bell,Anita Ward,1,21,1979,,anita ward,,"601 Music, BCM Records, Charly Records",1979,True,False,,,True,False,31103
Longer,Dan Fogelberg,2,22,1979,,dan fogelberg,,"Epic, Full Moon Records",1979,True,False,"soft rock, rock, pop, folk rock, singer-songwriter","soft rock, rock, pop, folk rock, singer-songwriter",False,True,125
We Are Family,Sister Sledge,2,19,1979,,sister sledge,,"Atlantic, Cotillion, East West France",1979,True,False,,,False,True,2829
"Yes, I'm Ready",Teri DeSario,2,23,1979,Teri DeSario With K.C.,teri desario,,,1979,True,False,,,True,False,116372
"Yes, I'm Ready",K.C.,2,23,1979,Teri DeSario With K.C.,k.c.,,,1979,True,False,,,True,False,2350522
Music Box Dancer,Frank Mills,3,20,1979,,frank mills,,"Capitol Records, Polydor",1979,True,False,https://musicbrainz.org/release/9f715150-9c13-4775-a32b-a60490d140f7,,True,False,2082475
The Devil Went Down To Georgia,The Charlie Daniels Band,3,18,1979,,the charlie daniels band,,Epic,1979,True,False,,,True,False,42374
Chuck E.'s In Love,Rickie Lee Jones,4,15,1979,,rickie lee jones,,,1979,True,False,"rock, folk, american, singer-songwriter, folk rock, american rock","rock, folk, singer-songwriter, folk rock",True,False,3011
Heaven Knows,Brooklyn Dreams,4,19,1979,Donna Summer With Brooklyn Dreams,brooklyn dreams,,,1979,True,False,,,True,False,116371
Just When I Needed You Most,Randy VanWarmer,4,20,1979,,randy vanwarmer,,"Bearsville Records, Life Time",1979,True,False,,,True,False,38299
Stumblin' In,Suzi Quatro,4,22,1979,Suzi Quatro & Chris Norman,suzi quatro,,"EMI, RAK, RSO",1979,True,False,,,True,False,31429
Stumblin' In,Chris Norman,4,22,1979,Suzi Quatro & Chris Norman,chris norman,,"RAK, RSO, Sony Music Catalog",1979,True,False,,,True,False,39197
Sultans Of Swing,Dire Straits,4,15,1979,,dire straits,,"EMI, Immortal, Immortal Records",1979,True,False,,,False,True,233
With You I'm Born Again,Syreeta,4,29,1979,Billy Preston & Syreeta,syreeta,,Motown,1979,True,False,,,True,False,49166
Gold,John Stewart,5,18,1979,,john stewart,,"Polydor, RSO, Wrasse Records",1979,True,False,,,True,False,1034328
Makin' It,David Naughton,5,24,1979,,david naughton,,,1979,True,False,,,True,False,175328
The Logical Song,Supertramp,6,21,1979,,supertramp,,A&M Records,1979,True,False,,,False,True,2125
I Want You To Want Me,Cheap Trick,7,19,1979,,cheap trick,,"Epic, Suzy, [no label]",1979,True,False,,,False,True,2784
You're Only Lonely,J.D. Souther,7,21,1979,,j.d. souther,,Columbia,1979,True,False,,,True,False,47784
The Second Time Around,Shalamar,8,23,1979,,shalamar,,"RCA, RCA Victor, Sequel Records",1979,True,False,,,True,False,30767
He's The Greatest Dancer,Sister Sledge,9,19,1979,,sister sledge,,,1979,True,False,,,False,True,2829
Don't Do Me Like That,Tom Petty And The Heartbreakers,10,18,1979,,tom petty and the heartbreakers,,,1979,True,False,,,False,True,11050
Take The Long Way Home,Supertramp,10,15,1979,,supertramp,,A&M Records,1979,True,False,"rock, progressive rock, classic rock, album rock, soft rock, pop rock, pop/rock, contemporary pop/rock, prog-rock, pop","rock, progressive rock, classic rock, soft rock, pop rock, pop",False,True,2125
You Take My Breath Away,Rex Smith,10,16,1979,,rex smith,,Silver Cloud,1979,True,False,,,True,False,174973
I Wanna Be Your Lover,Prince,11,16,1979,,prince,,"Paisley Park, Warner Bros. Records",1983,False,True,"dance, house, funk, soul, r&b, pop/rock","dance, house, funk, soul, r&b",False,True,1364736
Suspicions,Eddie Rabbitt,13,17,1979,,eddie rabbitt,,,1980,False,True,,,False,True,47672
"Bad Case Of Loving You (Doctor, Doctor)",Robert Palmer,14,15,1979,,robert palmer,,,1986,False,True,,,False,True,1044519
Let's Go,The Cars,14,15,1979,,the cars,,Elektra,1981,False,True,,,False,True,1434
Dance The Night Away,Van Halen,15,15,1979,,van halen,,Warner Bros. Records,1984,False,True,,,False,True,782
"Lovin', Touchin', Squeezin'",Journey,16,20,1979,,journey,,,1981,False,True,,,False,True,2786298
Is She Really Going Out With Him?,Joe Jackson,21,15,1979,,joe jackson,,"A&M Records, Universal Music Group International",1982,False,True,,,True,False,9655
Maybe I'm A Fool,Eddie Money,22,13,1979,,eddie money,,CBS,1986,False,True,,,False,True,1479
What Cha Gonna Do With My Lovin',Stephanie Mills,22,14,1979,,stephanie mills,,"20th Century-Fox Records, Big Break Records",1980,False,True,,,True,False,34787
Heartbreaker,Pat Benatar,23,18,1979,,pat benatar,,"Capitol Records, Chrysalis, EMI",1980,False,True,,,False,True,2017
Damned If I Do,The Alan Parsons Project,27,17,1979,,the alan parsons project,,,1982,False,True,"album rock, progressive rock, rock, soft rock, pop rock, dr14, pop/rock, contemporary pop/rock, prog-rock, pop","progressive rock, rock, soft rock, pop rock, pop",True,False,11935
I Need A Lover,John Cougar,28,14,1979,,john cougar,,,1982,False,True,,,False,True,
Every Which Way But Loose,Eddie Rabbitt,30,11,1979,,eddie rabbitt,,,1980,False,True,"country, classic country, country pop","country, classic country, country pop",False,True,47672
"So Good, So Right",Brenda Russell,30,17,1979,,brenda russell,,Horizon,1988,False,True,"soul, old school soul, smooth soul","soul, smooth soul",True,False,36312
Roxanne,The Police,32,13,1979,,the police,,"A&M Records, Mena Music",1980,False,True,,,False,True,2332277
Good Times Roll,The Cars,41,10,1979,,the cars,,Elektra,1981,False,True,,,False,True,1434
It's All I Can Do,The Cars,41,10,1979,,the cars,,,1981,False,True,,,False,True,1434
Get It Up,Ronnie Milsap,43,11,1979,,ronnie milsap,,,1981,False,True,,,True,False,32994
Get A Move On,Eddie Money,46,8,1979,,eddie money,,,1986,False,True,"pop, rock, mainstream rock, pop/rock","pop, rock, mainstream rock",False,True,1479
Can We Still Be Friends,Robert Palmer,52,9,1979,,robert palmer,,,1986,False,True,"pop, rock, soul, adult contemporary, pop rock","pop, rock, soul, pop rock",False,True,1044519
It Hurts So Bad,Kim Carnes,56,5,1979,,kim carnes,,,1980,False,True,"pop, adult contemporary, classic rock, soft rock, pop rock, pop/rock, rock, contemporary pop/rock, vocal","pop, classic rock, soft rock, pop rock, rock",False,True,2626
Just The Same Way,Journey,58,8,1979,,journey,,CBS,1981,False,True,,,False,True,2786298
Can't Keep A Good Man Down,Eddie Money,63,5,1979,,eddie money,,,1986,False,True,,,False,True,1479
Take It Back,The J. Geils Band,67,6,1979,,the j. geils band,,,1981,False,True,,,False,True,87179
I've Got The Next Dance,Deniece Williams,73,5,1979,,deniece williams,,,1982,False,True,"pop, disco","pop, disco",False,True,9385
You're Gonna Get What's Coming,Bonnie Raitt,73,6,1979,,bonnie raitt,,Warner Bros. Records,1991,False,True,,,True,False,1638
Message In A Bottle,The Police,74,7,1979,,the police,,"A&M Records, Banana",1980,False,True,,,False,True,2332277
Life During Wartime (This Ain't No Party...This Ain't No Disco...This Ain't,Talking Heads,80,5,1979,,talking heads,,,1983,False,True,,,True,False,1037
Dancin',Grey,83,2,1979,Grey & Hanks,grey,,,2018,False,True,,,True,False,2932560
Beautiful Girls,Van Halen,84,4,1979,,van halen,,Warner Bros. Records,1984,False,True,,,False,True,782
The Man With The Child In His Eyes,Kate Bush,85,4,1979,,kate bush,,EMI,2022,False,True,,,True,False,2121
This Is It,Dan Hartman,91,3,1979,,dan hartman,,Blue Sky,1984,False,True,,,True,False,2804
Another Brick In The Wall (Part II),Pink Floyd,1,25,1980,,pink floyd,,"CBS/Sony, Columbia, Columbia Records",1980,True,False,,,True,False,191
Funkytown,"Lipps, Inc.",1,23,1980,,"lipps, inc.",,"Casablanca Record and FilmWorks, Casablanca Records, MCA Special Products",1980,True,False,,,True,False,12691
I Love A Rainy Night,Eddie Rabbitt,1,28,1980,,eddie rabbitt,,,1980,True,False,,,False,True,47672
Keep On Loving You,REO Speedwagon,1,28,1980,,reo speedwagon,,"Epic, Epic Associated, Old Gold",1980,True,False,"rock, classic rock, pop rock, soft rock, pop, arena rock, aor, hard rock","rock, classic rock, pop rock, soft rock, pop, arena rock, aor, hard rock",False,True,2642
Sailing,Christopher Cross,1,21,1980,,christopher cross,,"Rhino, Warner Bros. Records, music is fun",1980,True,False,,,False,True,9378
All Out Of Love,Air Supply,2,27,1980,,air supply,,"Arista, Big Time Phonograph Recording Co., Legacy",1980,True,False,"soft rock, pop, rock, pop/rock, contemporary pop/rock, pop rock, classic rock, adult contemporary","soft rock, pop, rock, pop rock, classic rock",False,True,181
Ride Like The Wind,Christopher Cross,2,21,1980,,christopher cross,,Warner Bros. Records,1980,True,False,,,False,True,9378
Guilty,Barry Gibb,3,22,1980,Barbra Streisand & Barry Gibb,barry gibb,,"BarryGibb.com, Columbia",1980,True,False,,,False,True,125737
Lost In Love,Air Supply,3,23,1980,,air supply,,"Arista, Big Time Records, Cherry Red Records",1980,True,False,,,False,True,181
Take Your Time (Do It Right) Part 1,The S.O.S. Band,3,21,1980,,the s.o.s. band,,,1980,True,False,,,True,False,56878
Don't Fall In Love With A Dreamer,Kim Carnes,4,19,1980,Kenny Rogers With Kim Carnes,kim carnes,,Liberty,1980,True,False,,,False,True,2626
Fame,Irene Cara,4,26,1980,,irene cara,,"RSO, Sherman Records",1980,True,False,"soundtrack, disco, dance-pop, showtunes, musical, film soundtrack","disco, dance-pop, musical",False,True,16489
Drivin' My Life Away,Eddie Rabbitt,5,25,1980,,eddie rabbitt,,,1980,True,False,,,False,True,47672
Every Woman In The World,Air Supply,5,22,1980,,air supply,,,1980,True,False,,,False,True,181
Hungry Heart,Bruce Springsteen,5,18,1980,,bruce springsteen,,"Art & Muzyka, Asbury Records, CBS",1980,True,False,,,False,True,813
Lookin' For Love,Johnny Lee,5,21,1980,,johnny lee,,Title Tunnes Records,1980,True,False,,,True,False,2263994
Special Lady,"Ray, Goodman & Brown",5,18,1980,,"ray, goodman & brown",,"Goldenlane Records, Polydor",1980,True,False,,,True,False,166130
Never Knew Love Like This Before,Stephanie Mills,6,25,1980,,stephanie mills,,20th Century-Fox Records,1980,True,False,,,True,False,34787
Steal Away,Robbie Dupree,6,23,1980,,robbie dupree,,Elektra,1980,True,False,,,True,False,33313
Giving It Up For Your Love,Delbert McClinton,8,19,1980,,delbert mcclinton,,"Capitol Records, [no label]",1980,True,False,,,True,False,22141
Tired Of Toein' The Line,Rocky Burnette,8,19,1980,,rocky burnette,,"EMI, EMI America",1980,True,False,rockabilly,rockabilly,True,False,35372
Xanadu,The Electric Light Orchestra,8,17,1980,Olivia Newton-John And The Electric Light Orchestra,the electric light orchestra,,,1980,True,False,,,True,False,
Cars,Gary Numan,9,25,1980,,gary numan,,"ATCO Records, Atlantic, Beggars Banquet",1980,True,False,,,True,False,2798
Hit Me With Your Best Shot,Pat Benatar,9,24,1980,,pat benatar,,Chrysalis,1980,True,False,,,False,True,2017
Let My Love Open The Door,Pete Townshend,9,19,1980,,pete townshend,,"ATCO Records, Atlantic",1980,True,False,"rock, pop, classic rock, blues rock, soft rock, pop rock","rock, pop, classic rock, blues rock, soft rock, pop rock",True,False,14199
One In A Million You,Larry Graham,9,20,1980,,larry graham,,"Collectables, Rhino, Warner Bros. Records",1980,True,False,,,True,False,38374
"De Do Do Do, De Da Da Da",The Police,10,21,1980,,the police,,A&M Records,1980,True,False,,,False,True,2332277
Let Me Love You Tonight,Pure Prairie League,10,17,1980,,pure prairie league,,"Casablanca Records, PolyGram",1980,True,False,,,True,False,33348
More Love,Kim Carnes,10,19,1980,,kim carnes,,"Capitol Records, EMI America, Unidisc",1980,True,False,,,False,True,2626
Brass In Pocket (I'm Special),Pretenders,14,22,1980,,pretenders,,,1982,False,True,,,False,True,803
Misunderstanding,Genesis,14,18,1980,,genesis,,"Atlantic, Charisma",1983,False,True,,,False,True,2993175
Games People Play,The Alan Parsons Project,16,23,1980,,the alan parsons project,,Arista,1982,False,True,,,True,False,11935
And The Beat Goes On,The Whispers,19,15,1980,,the whispers,,"B & a Entertainment, RCA Victor, Sequel Records",1987,False,True,,,True,False,1091059
On The Road Again,Willie Nelson,20,20,1980,,willie nelson,,"Blackbird Presents, CBS Special Products, Camden Deluxe",1982,False,True,,,False,True,6083
Any Way You Want It,Journey,23,15,1980,,journey,,CBS,1981,False,True,,,False,True,2786298
Train In Vain (Stand By Me),The Clash,23,14,1980,,the clash,,,1982,False,True,,,True,False,2333
Smoky Mountain Rain,Ronnie Milsap,24,21,1980,,ronnie milsap,,RCA,1981,False,True,,,True,False,32994
This Time,John Cougar,27,17,1980,,john cougar,,,1982,False,True,,,False,True,
Lady,The Whispers,28,11,1980,,the whispers,,,1987,False,True,,,True,False,1091059
Twilight Zone/Twilight Tone,The Manhattan Transfer,30,12,1980,,the manhattan transfer,,,1981,False,True,,,True,False,11814
Two Places At The Same Time,Ray Parker Jr.,30,14,1980,Ray Parker Jr. & Raydio,ray parker jr.,,"Arista, BMG Japan, Funky Town Grooves",1981,False,True,,,False,True,188690
Come Back,The J. Geils Band,32,12,1980,,the j. geils band,,,1981,False,True,,,False,True,87179
Walks Like A Lady,Journey,32,13,1980,,journey,,CBS,1981,False,True,,,False,True,2786298
I Thank You,ZZ Top,34,11,1980,,zz top,,Warner Bros. Records,1984,False,True,,,False,True,2735
"Let Me Go, Love",Michael McDonald,35,11,1980,Nicolette Larson & Michael McDonald,michael mcdonald,,,1982,False,True,"pop, soft rock, rock, country rock, ballad, pop rock","pop, soft rock, rock, country rock, ballad, pop rock",False,True,1892129
Fool For Your Loving,Whitesnake,37,22,1980,,whitesnake,,Geffen Records,1987,False,True,,,False,True,348
I Need Your Lovin',Teena Marie,37,14,1980,,teena marie,,"Gordy, Motown",1984,False,True,,,True,False,9160
Touch And Go,The Cars,37,11,1980,,the cars,,,1981,False,True,,,False,True,1434
Angel Say No,Tommy Tutone,38,8,1980,,tommy tutone,,,1982,False,True,"power pop, new wave, rock, pop/rock, punk/new wave, contemporary pop/rock, american traditional rock, classic rock, album rock","power pop, new wave, rock, classic rock",True,False,2401
Love Stinks,The J. Geils Band,38,12,1980,,the j. geils band,,"EMI, EMI America, EMI Plus",1981,False,True,,,False,True,87179
Rockin' Into The Night,38 Special,43,9,1980,,38 special,,A&M Records,1982,False,True,,,True,False,49819
My Heroes Have Always Been Cowboys,Willie Nelson,44,10,1980,,willie nelson,,Columbia,1982,False,True,,,False,True,6083
Games Without Frontiers,Peter Gabriel,48,11,1980,,peter gabriel,,"Charisma, Mercury Records",1986,False,True,,,False,True,2267309
What I Like About You,The Romantics,49,8,1980,,the romantics,,"Epic, Epic Associated, Sony Music Entertainment",1983,False,True,,,True,False,681
And The Cradle Will Rock...,Van Halen,55,7,1980,,van halen,,Warner Bros. Records,1984,False,True,,,False,True,782
Good Morning Girl/stay Awhile,Journey,55,8,1980,,journey,,,1981,False,True,,,False,True,2786298
Rock Lobster,The B-52s,56,8,1980,,the b-52s,,,1989,False,True,,,False,True,
Turn It On Again,Genesis,58,8,1980,,genesis,,"Atlantic, Charisma, EMI",1983,False,True,,,False,True,2993175
Stop Your Sobbing,Pretenders,65,5,1980,,pretenders,,Real Records,1982,False,True,,,False,True,803
Case Of You,Frank Stallone,67,6,1980,,frank stallone,,,1983,False,True,,,True,False,123752
Alabama Getaway,Grateful Dead,68,6,1980,,grateful dead,,"Arista, Flashback Records, Grateful Dead Productions",1987,False,True,,,True,False,1528
Somewhere In America,Survivor,70,12,1980,,survivor,,,1982,False,True,"hard rock, rock, album rock, classic rock, pop, soft rock, pop rock, pop/rock, contemporary pop/rock","hard rock, rock, classic rock, pop, soft rock, pop rock",False,True,1601408
Too Late,Journey,70,4,1980,,journey,,,1981,False,True,"rock, hard rock, classic rock, aor, album rock","rock, hard rock, classic rock, aor",False,True,2786298
Trickle Trickle,The Manhattan Transfer,73,8,1980,,the manhattan transfer,,,1981,False,True,,,True,False,11814
Private Idaho,The B-52s,74,5,1980,,the b-52s,,,1989,False,True,,,False,True,
Just Can't Wait,The J. Geils Band,78,5,1980,,the j. geils band,,,1981,False,True,,,False,True,87179
Running Back,Eddie Money,78,4,1980,,eddie money,,,1986,False,True,"classic rock, rock, power pop, pop/rock, pop rock, aor, pop","classic rock, rock, power pop, pop rock, aor, pop",False,True,1479
Small Paradise,John Cougar,87,3,1980,,john cougar,,,1982,False,True,,,False,True,
Cheap Sunglasses,ZZ Top,89,2,1980,,zz top,,Warner Bros. Records,1984,False,True,,,False,True,2735
Centerfold,The J. Geils Band,1,25,1981,,the j. geils band,,"EMI America, Unidisc",1981,True,False,"rock, new wave, classic rock","rock, new wave, classic rock",False,True,87179
